ProdA_cum,ProdA_num,ProdB_cum,ProdB_num,Prod_value_cum,Total_Prod_cum,time
23.2937704918033,0,0.539836065573766,0,20.313012295082,23.833606557377,43401
24.3592213114754,2.58196721311475,0.566803278688521,0.0819672131147541,21.2211987704918,24.9260245901639,43402
24.9435655737705,1.55737704918033,0.65319672131147,0.286885245901639,21.8381198770492,25.596762295082,43403
25.0360245901639,0.245901639344262,0.667909836065569,0.0409836065573771,21.9342725409836,25.7039344262295,43404
25.3531147540984,0.819672131147541,0.667909836065569,0,22.2150102459016,26.0210245901639,43405
26.0377459016393,1.72131147540984,0.667909836065569,0,22.8045594262295,26.7056557377049,43406
26.5200819672131,1.18852459016393,0.667909836065569,0,23.2116290983607,27.1879918032787,43407
26.5200819672131,0,0.667909836065569,0,23.2116290983607,27.1879918032787,43408
27.9610655737705,3.68852459016393,0.667909836065569,0,24.502612704918,28.6289754098361,43409
28.3305737704918,0.983606557377049,0.76303278688524,0.286885245901639,24.9322233606557,29.093606557377,43410
28.6972950819672,0.983606557377049,0.935163934426225,0.532786885245902,25.4349897540984,29.6324590163934,43411
29.0200819672131,0.860655737704918,0.986598360655734,0.163934426229508,25.7849897540984,30.0066803278689,43412
29.5120491803279,1.31147540983607,1.11213114754098,0.409836065573771,26.3659323770492,30.6241803278688,43413
30.1686065573771,1.68032786885246,1.12536885245901,0.0409836065573771,26.9662397540984,31.2939754098361,43414
30.1686065573771,0,1.12536885245901,0,26.9662397540984,31.2939754098361,43415
31.2615983606557,2.90983606557377,1.15159836065573,0.0819672131147541,28.0463114754098,32.4131967213115,43416
31.9556967213115,1.84426229508197,1.20204918032786,0.204918032786885,28.7779969262295,33.1577459016393,43417
32.366762295082,1.0655737704918,1.20204918032786,0,29.1642674180328,33.5688114754098,43418
33.4128278688525,2.78688524590164,1.20204918032786,0,30.1745133196721,34.6148770491803,43419
34.3157786885246,2.37704918032787,1.20204918032786,0,31.036193647541,35.5178278688525,43420
34.9420491803279,1.76229508196721,1.26622950819672,0.204918032786885,31.7381659836066,36.2082786885246,43421
34.9420491803279,0,1.26622950819672,0,31.7381659836066,36.2082786885246,43422
35.6076639344262,1.68032786885246,1.26622950819672,0,32.3682889344262,36.8738934426229,43423
35.9995491803279,0.942622950819672,1.26622950819672,0,32.7217725409836,37.2657786885246,43424
36.1816393442623,0.368852459016393,1.26622950819672,0,32.8600922131148,37.447868852459,43425
37.1953278688525,2.45901639344262,1.26622950819672,0,33.7822233606557,38.4615573770492,43426
38.1654508196721,2.45901639344262,1.26622950819672,0,34.7043545081967,39.4316803278688,43427
38.9396721311475,0.983606557377049,1.2955737704918,0.0819672131147541,35.0993340163934,40.2352459016393,43428
38.9396721311475,0,1.2955737704918,0,35.0993340163934,40.2352459016393,43429
39.433237704918,1.14754098360656,1.2955737704918,0,35.544006147541,40.7288114754098,43430
39.9388934426229,1.18852459016393,1.2955737704918,0,36.0045594262295,41.2344672131147,43431
41.1344672131148,2.99180327868852,1.2955737704918,0,37.1638831967213,42.4300409836066,43432
42.1803278688525,2.70491803278689,1.31905737704918,0.0819672131147541,38.2390368852459,43.4993852459016,43433
43.1590163934426,2.58196721311475,1.34487704918033,0.0819672131147541,39.2665471311475,44.5038934426229,43434
43.4039754098361,0.614754098360656,1.34487704918033,0,39.5047643442623,44.7488524590164,43435
43.4039754098361,0,1.34487704918033,0,39.5047643442623,44.7488524590164,43436
44.7651229508197,3.27868852459016,1.34487704918033,0,40.8162397540983,46.11,43437
45.6931147540984,2.25409836065574,1.35491803278688,0.0409836065573771,41.7318135245901,47.0480327868852,43438
46.0982786885246,0.860655737704918,1.35491803278688,0,42.0760758196721,47.4531967213115,43439
47.2740573770492,2.74590163934426,1.36799180327869,0.0409836065573771,43.1883709016393,48.6420491803279,43440
48.0425409836066,1.80327868852459,1.39364754098361,0.0819672131147541,43.9375512295082,49.4361885245902,43441
