,T Air,RH,T Out,RH Out,CO2,Vent Lee,Vent Wind,Exhaust Fan Speed,Blackout Screen,Energy Screen,VPD Air
2024-07-13 20:15:00,28.2,70.5,30.1,57,350,0,0,100,0,25,1.1281
2024-07-13 20:20:00,28.1,69.5,30,57,348,0,0,100,0,40,1.1618
2024-07-13 20:25:00,28,70.5,30.1,56,349,0,0,100,0,50,1.115
2024-07-13 20:30:00,27.8,70.5,30.3,56,349,0,0,100,0,50,1.1043
2024-07-13 20:35:00,27.8,70.5,29.9,56,347,0,0,100,0,50,1.1
2024-07-13 20:40:00,27.8,69.5,30,56,345,0,0,100,0,50,1.1395
2024-07-13 20:45:00,27.6,71,29.8,57,340,0,0,100,0,50,1.0709
2024-07-13 20:50:00,27.4,71,29.6,57,344,0,0,100,0,50,1.0584
2024-07-13 20:55:00,27.5,70.5,29.4,58,342,0,0,100,0,50,1.0851
2024-07-13 21:00:00,27.6,70,29.2,58,340,0,0,100,0,50,1.1056
2024-07-13 21:05:00,27.4,71,29,59,344,0,0,100,0,50,1.0584
2024-07-13 21:10:00,27.3,71.5,28.9,59,343,0,0,100,10,50,1.0321
2024-07-13 21:15:00,27.2,70.5,28.7,60,343,0,0,100,15,50,1.0662
2024-07-13 21:20:00,27.2,70,28.7,60,343,0,0,100,30,50,1.0843
2024-07-13 21:25:00,27.2,70.5,28.6,60,342,0,0,100,45,50,1.0641
2024-07-13 21:30:00,27,70.5,28.5,60,343,0,0,100,60,50,1.0517
2024-07-13 21:35:00,26.9,71.5,28.3,61,345,0,0,92,75,50,1.0082
2024-07-13 21:40:00,26.8,71.5,28.3,61,345,0,0,92,75,50,1.0062
2024-07-13 21:45:00,26.8,71,28.1,62,346,0,0,91,75,50,1.0218
2024-07-13 21:50:00,26.8,71,28.1,63,349,0,0,90,75,50,1.0218
2024-07-13 21:55:00,26.9,70,27.9,63,349,0,0,96,75,50,1.0633
2024-07-13 22:00:00,26.9,70.5,28,63,348,0,0,96,75,50,1.0476
2024-07-13 22:05:00,26.5,73,27.7,64,347,0,0,78,75,50,0.9366
2024-07-13 22:10:00,26.4,74,27.6,64,350,0,0,69,75,50,0.8931
2024-07-13 22:15:00,26.2,74.5,27.6,65,346,0,0,63,75,50,0.869
2024-07-13 22:20:00,26.2,74.5,27.6,65,347,0,0,61,75,50,0.869
2024-07-13 22:25:00,26.2,74.5,27.5,65,350,0,0,61,75,50,0.8673
2024-07-13 22:30:00,26.3,74.5,27.4,66,350,0,0,65,75,50,0.8707
2024-07-13 22:35:00,26.3,73.5,27.2,66,351,0,0,67,75,50,0.9085
2024-07-13 22:40:00,26.3,74,27,67,355,0,0,63,75,50,0.8896
2024-07-13 22:45:00,26.3,73,26.9,67,357,0,0,63,75,50,0.9238
2024-07-13 22:50:00,26.4,72.5,26.7,68,356,0,0,69,75,50,0.9464
2024-07-13 22:55:00,26.5,71.5,26.6,68,351,0,0,73,75,50,0.9867
2024-07-13 23:00:00,26.6,71,26.8,68,348,0,0,79,75,50,1.0099
2024-07-13 23:05:00,26.8,69.5,26.6,68,370,0,0,91,75,50,1.0768
2024-07-13 23:10:00,26.3,73,26.5,69,370,0,0,67,75,50,0.9256
2024-07-13 23:15:00,26,74.5,26.3,69,370,0,0,51,75,50,0.8571
2024-07-13 23:20:00,26,75,26.5,69,383,0,0,51,75,50,0.8387
2024-07-13 23:25:00,25.8,75.5,26.5,69,387,0,0,51,75,50,0.8154
2024-07-13 23:30:00,25.9,75.5,26.1,69,369,0,0,51,75,50,0.8171
2024-07-13 23:35:00,25.7,76,25.8,70,393,0,0,51,75,50,0.7925
2024-07-13 23:40:00,25.7,75.5,25.9,71,390,0,0,51,75,50,0.809
2024-07-13 23:45:00,25.7,76,26.1,71,382,0,0,51,75,50,0.791
2024-07-13 23:50:00,25.6,75.5,26,71,389,0,0,51,75,50,0.8058
2024-07-13 23:55:00,25.6,75.5,25.9,72,383,0,0,51,75,50,0.8043
2024-07-14 00:00:00,25.8,74.5,26,72,384,0,0,0,75,50,0.8471
2024-07-14 00:05:00,26.4,72,25.9,72,384,0,0,0,75,50,0.9618
2024-07-14 00:10:00,26.7,70.5,26,73,385,15,13,0,75,50,1.0334
2024-07-14 00:15:00,26.6,71,26.3,71,390,24,21,0,75,50,1.0099
2024-07-14 00:20:00,26.6,71,26.1,71,390,51,44,0,75,50,1.0099
2024-07-14 00:25:00,26.6,71,26,72,392,82,72,0,75,50,1.0119
2024-07-14 00:30:00,26.6,71,25.8,73,395,99,100,0,75,35,1.0099
2024-07-14 00:35:00,26.6,71,25.7,73,394,99,100,0,75,35,1.0119
2024-07-14 00:40:00,26.6,70.5,25.7,73,395,99,100,0,75,20,1.0293
2024-07-14 00:45:00,26.6,71,25.2,74,394,99,100,0,75,5,1.0119
2024-07-14 00:50:00,26.6,71,24.7,76,395,99,100,0,75,0,1.0099
2024-07-14 00:55:00,26.5,71.5,24.6,78,398,99,100,0,75,0,0.9886
2024-07-14 01:00:00,26.5,71.5,24.7,78,397,99,100,0,75,0,0.9867
2024-07-14 01:05:00,26.5,71.5,24.5,78,398,99,100,0,75,0,0.9867
2024-07-14 01:10:00,26.4,71.5,24.3,78,398,99,100,0,75,0,0.9828
2024-07-14 01:15:00,26.4,72,24.3,79,398,99,100,0,75,0,0.9637
2024-07-14 01:20:00,26.3,72,24.4,79,401,99,100,0,75,0,0.958
2024-07-14 01:25:00,26.3,72.5,24.1,79,402,99,100,0,75,0,0.9427
2024-07-14 01:30:00,26.3,72.5,23.9,80,404,100,100,0,75,0,0.939
2024-07-14 01:35:00,26.2,73,23.9,80,403,100,100,0,75,0,0.9202
2024-07-14 01:40:00,26.2,73,23.7,81,401,100,100,0,75,0,0.9183
2024-07-14 01:45:00,26.1,73,24.1,81,405,100,100,0,75,0,0.9111
2024-07-14 01:50:00,26.1,73,24.2,80,402,100,100,0,75,0,0.9111
2024-07-14 01:55:00,26.1,73,24.1,80,402,100,100,0,75,0,0.9111
2024-07-14 02:00:00,26.1,73,24,80,399,100,100,0,75,0,0.9111
2024-07-14 02:05:00,26,73,23.9,80,396,100,100,0,75,0,0.9093
2024-07-14 02:10:00,26,73,23.7,81,398,100,100,0,75,0,0.9093
2024-07-14 02:15:00,25.9,74,23.8,81,398,100,100,0,75,0,0.8705
2024-07-14 02:20:00,25.9,74,24,82,400,100,100,0,75,0,0.8671
2024-07-14 02:25:00,25.8,74,24,81,399,100,100,0,75,0,0.8654
2024-07-14 02:30:00,25.8,74,23.9,81,396,100,100,0,75,0,0.8637
2024-07-14 02:35:00,25.8,74,23.6,81,395,100,100,0,75,0,0.862
2024-07-14 02:40:00,25.7,74,23.6,82,396,100,100,0,75,0,0.8586
2024-07-14 02:45:00,25.7,74,23.6,83,396,100,100,0,75,0,0.8586
2024-07-14 02:50:00,25.6,74.5,23.6,83,395,100,100,0,75,0,0.8387
2024-07-14 02:55:00,25.6,75,23.5,83,397,100,100,0,75,0,0.8207
2024-07-14 03:00:00,25.5,74.5,23.4,82,396,100,100,0,75,0,0.8338
2024-07-14 03:05:00,25.5,74.5,23.3,83,398,100,100,0,75,0,0.8305
2024-07-14 03:10:00,25.4,75,23.2,84,400,100,100,0,75,0,0.811
2024-07-14 03:15:00,25.3,75,23,84,400,100,100,0,75,0,0.8078
2024-07-14 03:20:00,25.3,75,22.8,84,400,100,100,0,75,0,0.8062
2024-07-14 03:25:00,25.3,75,22.9,84,401,100,100,0,75,0,0.8062
2024-07-14 03:30:00,25.2,75,22.8,84,397,100,100,0,75,0,0.8014
2024-07-14 03:35:00,25.2,75,22.8,85,398,100,100,0,75,0,0.8014
2024-07-14 03:40:00,25.2,75,22.7,85,402,100,100,0,75,0,0.8014
2024-07-14 03:45:00,25.1,75,22.7,85,406,100,100,0,75,0,0.7966
2024-07-14 03:50:00,25,75.5,22.6,86,408,100,100,0,75,0,0.7776
2024-07-14 03:55:00,25,75.5,22.8,86,409,100,100,0,75,0,0.7761
2024-07-14 04:00:00,24.9,76,22.8,86,410,100,100,0,75,0,0.7572
2024-07-14 04:05:00,24.9,75,22.6,86,410,100,100,0,75,0,0.7888
2024-07-14 04:10:00,25,75,22.8,85,415,100,100,0,75,0,0.7919
2024-07-14 04:15:00,25,75,22.7,85,411,100,100,0,75,0,0.7919
2024-07-14 04:20:00,25,75,22.7,86,408,100,100,0,75,0,0.7919
2024-07-14 04:25:00,25,75,22.6,86,408,100,100,0,75,0,0.7935
2024-07-14 04:30:00,25,75,22.2,87,409,100,100,0,75,0,0.7919
2024-07-14 04:35:00,25,75,21.8,88,406,100,100,0,75,0,0.7935
2024-07-14 04:40:00,25,75,21.9,89,410,100,100,0,75,0,0.7919
2024-07-14 04:45:00,25,75,22,89,412,100,100,0,75,0,0.7919
2024-07-14 04:50:00,24.9,75.5,22,89,416,100,100,0,75,0,0.7715
2024-07-14 04:55:00,24.8,75,22.2,88,416,100,100,0,75,0,0.7841
2024-07-14 05:00:00,24.8,75,22.1,88,419,100,100,0,75,0,0.7825
2024-07-14 05:05:00,24.8,75,21.9,87,420,100,100,0,75,0,0.7825
2024-07-14 05:10:00,24.7,75,21.6,87,421,100,100,0,75,0,0.7794
2024-07-14 05:15:00,24.7,75,21.5,87,418,100,100,0,75,0,0.7763
2024-07-14 05:20:00,24.6,75.5,21.7,87,419,100,100,0,75,0,0.7578
2024-07-14 05:25:00,24.6,75.5,21.7,87,421,100,100,0,75,0,0.7563
2024-07-14 05:30:00,24.5,75.5,21.9,88,422,100,100,0,75,0,0.7533
2024-07-14 05:35:00,24.5,75.5,22.2,87,424,100,100,0,75,0,0.7533
2024-07-14 05:40:00,24.4,75.5,22.3,86,425,100,100,0,75,0,0.7488
2024-07-14 05:45:00,24.4,75.5,22.5,84,427,100,100,0,75,0,0.7473
2024-07-14 05:50:00,24.3,75.5,22.5,84,426,100,100,0,75,0,0.7458
2024-07-14 05:55:00,24.3,75.5,22.5,83,426,100,100,0,75,0,0.7458
2024-07-14 06:00:00,24.3,75.5,22.1,84,428,100,100,0,75,0,0.7443
2024-07-14 06:05:00,24.3,75.5,21.7,86,426,100,100,0,75,0,0.7428
2024-07-14 06:10:00,24.3,75.5,22,87,427,100,100,0,75,0,0.7428
2024-07-14 06:15:00,24.2,75.5,22.3,86,428,100,100,0,75,0,0.7413
2024-07-14 06:20:00,24.3,75.5,22.3,85,428,100,100,0,75,0,0.7428
2024-07-14 06:25:00,24.3,75.5,22.2,85,427,100,100,0,60,0,0.7443
2024-07-14 06:30:00,24.3,75.5,22.3,85,429,100,100,0,45,0,0.7428
2024-07-14 06:35:00,24.3,75,22,86,433,100,100,0,30,0,0.758
2024-07-14 06:40:00,24.4,75,22.2,86,430,100,100,0,15,0,0.7625
2024-07-14 06:45:00,24.5,74.5,22.2,86,428,100,100,0,0,0,0.784
2024-07-14 06:50:00,24.7,74.5,22.5,85,428,100,100,0,0,0,0.7919
2024-07-14 06:55:00,24.9,74.5,22.6,85,428,100,100,0,0,0,0.803
2024-07-14 07:00:00,25.2,74,22.6,85,427,100,100,0,0,0,0.8318
2024-07-14 07:05:00,25.3,74,22.7,84,425,100,100,0,0,0,0.8401
2024-07-14 07:10:00,25.5,74,22.8,84,426,100,100,0,0,0,0.8484
2024-07-14 07:15:00,25.7,73.5,23.1,83,426,100,100,0,0,0,0.8734
2024-07-14 07:20:00,25.9,73.5,23.2,81,425,100,100,0,0,0,0.8855
2024-07-14 07:25:00,26.3,72,23.6,81,422,100,100,0,0,0,0.958
2024-07-14 07:30:00,26.6,72,23.6,80,416,100,100,0,0,0,0.9732
2024-07-14 07:35:00,26.8,72,23.9,78,409,100,100,0,0,0,0.9847
2024-07-14 07:40:00,26.9,72,24.1,77,407,100,100,0,0,0,0.9924
2024-07-14 07:45:00,27.3,71.5,24,76,414,100,100,0,0,0,1.0321
2024-07-14 07:50:00,27.3,70,24,76,401,0,0,99,0,0,1.0885
2024-07-14 07:55:00,25.5,74,24.1,75,386,0,0,99,0,0,0.8484
2024-07-14 08:00:00,24.9,75.5,24.3,74,386,0,0,99,0,0,0.773
2024-07-14 08:05:00,24.8,76,24.4,74,385,0,0,99,0,0,0.7512
2024-07-14 08:10:00,24.9,75,24.5,73,383,0,0,100,0,0,0.7888
2024-07-14 08:15:00,25.2,74,24.9,72,380,0,0,100,0,0,0.8318
2024-07-14 08:20:00,25.4,73,25,71,376,0,0,100,0,0,0.8759
2024-07-14 08:25:00,25.6,71.5,24.9,71,375,0,0,100,0,0,0.9356
2024-07-14 08:30:00,26,70,25.1,69,373,0,0,100,0,0,1.0084
2024-07-14 08:35:00,26,71,25.3,68,370,0,0,100,0,0,0.9748
2024-07-14 08:40:00,25.8,72.5,25.7,68,372,0,0,100,0,0,0.9135
2024-07-14 08:45:00,25.9,72.5,26,66,369,0,0,100,0,0,0.9207
2024-07-14 08:50:00,26.1,71.5,26.1,66,370,0,0,100,0,0,0.9656
2024-07-14 08:55:00,26.4,70.5,26.1,65,368,0,0,100,0,0,1.0153
2024-07-14 09:00:00,26.7,69.5,26.7,65,370,0,0,100,0,0,1.0684
2024-07-14 09:05:00,26.7,71,26.6,65,368,0,0,100,0,0,1.0178
2024-07-14 09:10:00,26.7,71.5,26.5,64,369,0,0,100,0,0,1.0003
2024-07-14 09:15:00,26.9,71,27.1,64,368,0,0,100,0,0,1.0259
2024-07-14 09:20:00,27.1,70,27.2,63,364,0,0,100,0,0,1.078
2024-07-14 09:25:00,27.2,70,27,63,365,0,0,100,0,0,1.0843
2024-07-14 09:30:00,27.2,70.5,27.2,62,364,0,0,100,0,0,1.0641
2024-07-14 09:35:00,27.3,70.5,27.6,62,364,0,0,100,0,0,1.0704
2024-07-14 09:40:00,27.6,69.5,27.7,62,365,0,0,100,0,0,1.1241
2024-07-14 09:45:00,27.7,69.5,28,62,364,0,0,100,0,0,1.1307
2024-07-14 09:50:00,27.8,70.5,27.9,61,366,0,0,100,0,0,1.1021
2024-07-14 09:55:00,27.8,70,27.7,61,364,0,0,100,0,0,1.1186
2024-07-14 10:00:00,27.9,69.5,28.3,61,363,0,0,100,0,0,1.1484
2024-07-14 10:05:00,28.1,70.5,28.2,61,359,0,0,100,0,0,1.1216
2024-07-14 10:10:00,28.2,70.5,28.1,62,357,0,0,100,0,0,1.1281
2024-07-14 10:15:00,28.5,70,28.2,62,357,0,0,100,0,0,1.1651
2024-07-14 10:20:00,28.7,69.5,28,63,358,0,0,100,0,0,1.2007
2024-07-14 10:25:00,28.7,70.5,28.6,62,354,0,0,100,0,0,1.1635
2024-07-14 10:30:00,28.9,70,28.6,62,357,0,0,100,0,0,1.1947
2024-07-14 10:35:00,29.1,69.5,28.9,62,357,0,0,100,0,0,1.2288
2024-07-14 10:40:00,29.2,70,29,61,355,0,0,100,0,0,1.2156
2024-07-14 10:45:00,29.2,70,28.7,60,356,0,0,100,0,0,1.2156
2024-07-14 10:50:00,29.2,69.5,29,60,354,0,0,100,0,0,1.2335
2024-07-14 10:55:00,29.3,69.5,29,59,351,0,0,100,0,0,1.243
2024-07-14 11:00:00,29.2,69.5,29.1,59,350,0,0,100,0,0,1.2359
2024-07-14 11:05:00,29.3,69.5,29.3,58,352,0,0,100,0,0,1.243
2024-07-14 11:10:00,29.5,69.5,30,58,349,0,0,100,0,0,1.255
2024-07-14 11:15:00,29.8,68.5,29.7,57,351,0,0,100,0,0,1.3187
2024-07-14 11:20:00,29.9,68.5,29.8,58,351,0,0,100,0,0,1.3314
2024-07-14 11:25:00,30.1,68.5,30.1,57,352,0,0,100,0,0,1.3416
2024-07-14 11:30:00,30.2,67,30,56,350,0,0,100,0,0,1.4163
2024-07-14 11:35:00,30.2,67.5,30.3,56,351,0,0,100,0,0,1.3948
2024-07-14 11:40:00,30.4,66.5,30.4,56,352,0,0,100,0,0,1.4543
2024-07-14 11:45:00,30.5,66.5,30.8,55,351,0,0,100,0,0,1.4627
2024-07-14 11:50:00,30.4,66.5,30,54,353,0,0,100,0,0,1.4543
2024-07-14 11:55:00,30.5,66,30.1,54,352,0,0,100,0,0,1.4845
2024-07-14 12:00:00,30.5,66,30.2,53,353,0,0,100,0,0,1.4817
2024-07-14 12:05:00,30.5,64.5,30.3,52,353,0,0,100,0,0,1.5529
2024-07-14 12:10:00,30.6,65,30.3,52,352,0,0,100,0,0,1.5398
2024-07-14 12:15:00,30.7,65,31.1,52,352,0,0,100,0,0,1.5457
2024-07-14 12:20:00,30.5,65,30.4,51,353,0,0,100,0,0,1.5281
2024-07-14 12:25:00,30.1,65.5,30.3,51,356,0,0,100,0,0,1.4722
2024-07-14 12:30:00,29.7,66,30.7,51,353,0,0,100,0,0,1.4152
2024-07-14 12:35:00,29.6,67,30.7,52,350,0,0,100,0,0,1.3684
2024-07-14 12:40:00,30,66,30.8,51,347,0,0,100,0,0,1.4426
2024-07-14 12:45:00,30.3,65.5,30,52,347,0,0,100,0,0,1.4892
2024-07-14 12:50:00,30.4,65.5,30.4,52,348,0,0,100,0,0,1.4949
2024-07-14 12:55:00,30.7,65.5,30.8,53,346,0,0,100,0,0,1.5236
2024-07-14 13:00:00,30.9,65.5,30.7,52,347,0,0,100,0,0,1.5411
2024-07-14 13:05:00,30.8,65.5,30.2,53,349,0,0,100,0,0,1.5352
2024-07-14 13:10:00,30.7,65.5,30.9,53,348,0,0,100,0,0,1.5236
2024-07-14 13:15:00,30.2,67.5,30.7,55,351,0,0,100,0,0,1.3948
2024-07-14 13:20:00,30.1,68.5,30.4,55,348,0,0,100,0,0,1.3442
2024-07-14 13:25:00,30.2,68.5,30.9,56,345,0,0,100,0,0,1.3519
2024-07-14 13:30:00,30.3,68.5,30.8,56,345,0,0,100,0,0,1.3597
2024-07-14 13:35:00,30.1,69.5,30.7,56,343,0,0,100,0,0,1.304
2024-07-14 13:40:00,30.2,69,30.6,57,347,0,0,100,0,0,1.3279
2024-07-14 13:45:00,29.8,69.5,30.6,57,346,0,0,100,0,0,1.2793
2024-07-14 13:50:00,29.8,69.5,30.2,57,343,0,0,100,0,0,1.2769
2024-07-14 13:55:00,30,69.5,30.8,57,343,0,0,100,0,0,1.2941
2024-07-14 14:00:00,30.3,69.5,30.7,57,337,0,0,100,0,0,1.3165
2024-07-14 14:05:00,30.5,69,30.5,58,342,0,0,100,0,0,1.3535
2024-07-14 14:10:00,30.2,70.5,30.1,59,345,0,0,100,0,0,1.2661
2024-07-14 14:15:00,30,70,30.4,58,345,0,0,100,0,0,1.2753
2024-07-14 14:20:00,30.2,69.5,31.1,55,343,0,0,100,0,0,1.3115
2024-07-14 14:25:00,30.3,68.5,30.4,54,348,0,0,100,0,0,1.3597
2024-07-14 14:30:00,30.1,69.5,31,56,345,0,0,100,0,0,1.3015
2024-07-14 14:35:00,30.6,68,30.8,56,345,0,0,100,0,0,1.4052
2024-07-14 14:40:00,30.3,69,30.8,57,345,0,0,100,0,0,1.3407
2024-07-14 14:45:00,30.4,69,31,56,345,0,0,100,0,0,1.3484
2024-07-14 14:50:00,30.2,70,30.4,57,348,0,0,100,0,0,1.2851
2024-07-14 14:55:00,29.9,70,30.7,56,347,0,0,100,0,0,1.268
2024-07-14 15:00:00,30.3,69,31,55,348,0,0,100,0,0,1.3381
2024-07-14 15:05:00,30.2,69.5,31.1,54,345,0,0,100,0,0,1.3115
2024-07-14 15:10:00,30.2,69,31.6,54,346,0,0,100,0,0,1.3305
2024-07-14 15:15:00,30.1,68.5,31.4,52,350,0,0,100,0,0,1.3468
2024-07-14 15:20:00,30.4,68.5,31.6,53,347,0,0,100,0,0,1.3675
2024-07-14 15:25:00,30.4,68.5,31.1,53,347,0,0,100,0,0,1.3701
2024-07-14 15:30:00,30.1,69.5,31.3,55,349,0,0,100,0,0,1.299
2024-07-14 15:35:00,30.2,69,31.5,53,347,0,0,100,0,0,1.333
2024-07-14 15:40:00,30.6,68.5,31.5,53,345,0,0,100,0,0,1.3832
2024-07-14 15:45:00,30.7,68.5,31.9,54,345,0,0,100,0,0,1.3885
2024-07-14 15:50:00,30.8,68.5,31.7,52,349,0,0,100,0,0,1.4017
2024-07-14 15:55:00,30.5,69,31.6,53,352,0,0,100,0,0,1.3509
2024-07-14 16:00:00,30.1,69.5,31.4,53,352,0,0,100,0,0,1.304
2024-07-14 16:05:00,29.6,70,31.1,55,350,0,0,100,0,0,1.244
2024-07-14 16:10:00,29.2,69.5,26.7,54,357,0,0,100,0,0,1.2359
2024-07-14 16:15:00,27.7,68,25.7,59,368,0,0,100,0,0,1.1886
2024-07-14 16:20:00,27,69.5,24.4,64,370,0,0,100,0,0,1.0895
2024-07-14 16:25:00,27.2,66,21.3,76,388,0,0,100,0,0,1.2265
2024-07-14 16:30:00,27,67.5,20.8,86,398,0,0,100,0,0,1.161
2024-07-14 16:35:00,26.8,69,20.7,90,402,0,0,78,0,0,1.0902
2024-07-14 16:40:00,26.6,70,20.8,92,399,0,0,63,0,0,1.0447
2024-07-14 16:45:00,26.3,71,20.8,93,394,0,0,53,0,0,0.9922
2024-07-14 16:50:00,26.1,73,21,93,390,0,0,50,0,0,0.9129
2024-07-14 16:55:00,26.2,73,21.2,93,392,0,0,52,0,0,0.9202
2024-07-14 17:00:00,26.3,72.5,21.3,92,395,0,0,57,0,0,0.939
2024-07-14 17:05:00,26.5,72,21.4,91,402,0,0,68,0,0,0.9694
2024-07-14 17:10:00,26.6,71.5,21.6,90,408,0,0,80,0,0,0.9925
2024-07-14 17:15:00,26.6,71,21.6,90,409,0,0,80,0,0,1.0099
2024-07-14 17:20:00,26.5,71,21.5,90,412,0,0,77,0,0,1.004
2024-07-14 17:25:00,26.4,71.5,21.6,89,411,0,0,70,0,0,0.9809
2024-07-14 17:30:00,26.3,70.5,21.6,89,411,0,0,67,0,0,1.0113
2024-07-14 17:35:00,26.3,71.5,21.8,89,413,0,0,67,0,0,0.977
2024-07-14 17:40:00,26.4,71.5,21.8,89,411,0,0,70,0,0,0.9809
2024-07-14 17:45:00,26.4,72,21.9,89,412,0,0,70,0,0,0.9637
2024-07-14 17:50:00,26.4,72,21.9,89,413,0,0,70,0,0,0.9637
2024-07-14 17:55:00,26.4,72,21.9,89,411,0,0,68,0,0,0.9618
2024-07-14 18:00:00,26.3,72,22,89,411,0,0,64,0,0,0.958
2024-07-14 18:05:00,26.3,72,21.9,88,410,0,0,64,0,0,0.958
2024-07-14 18:10:00,26.2,72,21.9,88,407,0,0,61,0,0,0.9542
2024-07-14 18:15:00,26.1,72,21.9,87,403,0,0,55,0,0,0.9486
2024-07-14 18:20:00,26.2,72,21.9,87,412,0,0,58,0,0,0.9505
2024-07-14 18:25:00,26.2,71.5,22,87,408,0,0,58,0,0,0.9675
2024-07-14 18:30:00,26.3,71,22.2,87,410,0,0,60,0,0,0.9903
2024-07-14 18:35:00,26.3,71,22.2,87,413,0,0,64,0,0,0.9922
2024-07-14 18:40:00,26.3,70.5,22.2,86,412,0,0,66,0,0,1.0113
2024-07-14 18:45:00,26.4,70.5,22.5,86,413,0,0,66,0,0,1.0133
2024-07-14 18:50:00,26.4,70.5,22.6,85,410,0,0,66,0,0,1.0133
2024-07-14 18:55:00,26.4,70,22.7,85,411,0,0,69,0,0,1.0345
2024-07-14 19:00:00,26.3,69.5,22.7,84,412,0,0,64,0,0,1.0456
2024-07-14 19:05:00,26.3,70.5,22.7,84,412,0,0,66,0,0,1.0113
2024-07-14 19:10:00,26.4,70.5,22.6,84,409,0,0,69,0,0,1.0133
2024-07-14 19:15:00,25.9,73,22.8,84,389,0,0,49,0,0,0.9022
2024-07-14 19:20:00,25.7,74,22.9,83,384,0,0,49,0,0,0.8603
2024-07-14 19:25:00,25.4,75,22.9,83,378,0,0,49,0,0,0.811
2024-07-14 19:30:00,25.2,75.5,22.9,83,377,0,0,49,0,0,0.7854
2024-07-14 19:35:00,25,76.5,22.8,83,374,0,0,49,0,0,0.7429
2024-07-14 19:40:00,25.1,76.5,22.9,84,386,0,0,54,0,0,0.7488
2024-07-14 19:45:00,24.7,78,22.8,84,376,0,0,49,0,0,0.6859
2024-07-14 19:50:00,24.6,77.5,22.9,83,373,0,0,49,0,0,0.6959
2024-07-14 19:55:00,24.5,77.5,23,83,375,0,0,49,0,0,0.6918
2024-07-14 20:00:00,25,75.5,23.1,82,384,0,0,49,0,0,0.7745
2024-07-14 20:05:00,25,76,23.2,82,379,0,0,48,0,10,0.7618
2024-07-14 20:10:00,25,75,23.3,82,378,0,0,0,0,25,0.7935
2024-07-14 20:15:00,25.5,74.5,23.3,82,375,0,0,75,0,40,0.8305
2024-07-14 20:20:00,24.7,77.5,23.4,81,375,0,0,50,0,50,0.7015
2024-07-14 20:25:00,24.5,78,23.3,81,370,0,0,50,0,50,0.6764
2024-07-14 20:30:00,24.4,78,23.5,80,368,0,0,0,0,50,0.671
2024-07-14 20:35:00,24.9,75.5,23.3,81,368,0,0,70,0,50,0.7715
2024-07-14 20:40:00,24.4,78,23.3,81,372,0,0,49,0,50,0.6724
2024-07-14 20:45:00,24.2,78.5,23.2,81,369,0,0,49,0,50,0.6493
2024-07-14 20:50:00,24.1,78.5,23.2,81,371,0,0,49,0,50,0.6467
2024-07-14 20:55:00,24.1,78.5,23.2,81,373,0,0,0,0,50,0.6441
2024-07-14 21:00:00,24.4,76.5,23.3,80,370,0,0,61,0,50,0.7196
2024-07-14 21:05:00,24.1,78,23.2,81,368,0,0,50,10,50,0.6604
2024-07-14 21:10:00,24,78.5,23.1,81,372,0,0,50,25,50,0.6415
2024-07-14 21:15:00,24,78.5,23.1,81,369,0,0,50,40,50,0.6402
2024-07-14 21:20:00,24.1,77.5,23.1,82,370,0,0,50,55,50,0.6754
2024-07-14 21:25:00,24.2,77.5,23,82,371,0,0,50,70,50,0.6795
2024-07-14 21:30:00,24.2,77.5,23,83,372,0,0,50,75,50,0.6781
2024-07-14 21:35:00,24.5,76,22.9,83,372,0,0,49,75,50,0.7394
2024-07-14 21:40:00,24.4,76.5,22.9,83,374,0,0,48,75,50,0.7182
2024-07-14 21:45:00,24.6,76,22.7,84,376,0,0,0,75,50,0.7408
2024-07-14 21:50:00,24.8,75,22.7,85,375,0,0,58,75,50,0.7841
2024-07-14 21:55:00,24.2,78,22.6,86,372,0,0,51,75,50,0.6644
2024-07-14 22:00:00,24.1,78,22.6,86,376,0,0,51,75,50,0.6617
2024-07-14 22:05:00,24.1,78.5,22.4,87,377,0,0,0,75,50,0.6454
2024-07-14 22:10:00,24.2,78,22.5,87,375,0,0,52,75,50,0.6657
2024-07-14 22:15:00,24,78.5,22.3,87,374,0,0,51,75,50,0.6428
2024-07-14 22:20:00,23.9,79,22.4,87,374,0,0,51,75,50,0.6229
2024-07-14 22:25:00,23.9,79,22.3,87,376,0,0,51,75,50,0.6229
2024-07-14 22:30:00,23.9,79,22.3,88,376,0,0,51,75,50,0.6229
2024-07-14 22:35:00,24,78,22.2,88,375,0,0,0,75,50,0.6551
2024-07-14 22:40:00,24.3,77,22.2,88,373,0,0,63,75,50,0.6973
2024-07-14 22:45:00,23.9,79,22.2,89,371,0,0,49,75,50,0.6229
2024-07-14 22:50:00,23.8,79.5,22.1,89,373,0,0,49,75,50,0.6044
2024-07-14 22:55:00,23.8,79.5,22.2,89,372,0,0,49,75,50,0.6032
2024-07-14 23:00:00,23.8,80,22.2,90,369,0,0,48,75,50,0.5885
2024-07-14 23:05:00,23.7,80.5,22.2,90,371,0,0,0,75,50,0.5714
2024-07-14 23:10:00,23.9,79.5,22.2,90,373,0,0,54,75,50,0.608
2024-07-14 23:15:00,23.8,80,22.2,90,376,0,0,48,75,50,0.5885
2024-07-14 23:20:00,23.7,80.5,22.1,90,378,0,0,48,75,50,0.5714
2024-07-14 23:25:00,23.7,80.5,22.1,90,377,0,0,48,75,50,0.5714
