CO2_dosage,Electricity_Lamp,Heating_Energy,Labour,net_water,time
0.156822377586365,0,0,0,0.661424999759104,43326
0.148266666773955,0,0,0.00180844907407407,0.406124999974351,43327
0.158933333297571,0,0.0578587472489971,0.00180844907407407,0.587715789183053,43328
0.133333333369096,0,0.181606874986798,0.00180844907407407,1.28021666649679,43329
0.148266666666667,0,0.192691873136389,0.00180844907407407,0.583288235330209,43330
0.132266666773955,0,0.0273056215667309,0.00180844907407407,0.503662499935879,43331
0.148266666523616,0,0,0.00180844907407407,1.15483999991886,43332
0.124800000178814,0,0.156613120430523,0.00180844907407407,1.01215714307196,43333
0.179200000035763,0,0,0.00180844907407407,1.54545112785963,43334
0.163200000035763,0,0.15723749081377,0.00180844907407407,0.6288,43335
0.129066666595141,0,0.92614686976831,0.00180844907407407,0.7646,43336
0.0938666663448016,0,1.42088249719443,0.00180844907407407,0.7998,43337
0.108800000071526,0,1.66021499743375,0.00180844907407407,1.0531,43338
0.141866666702429,0.107525,0.743331894430522,0.00180844907407407,0.696300000000001,43339
0.0345043479007223,1.743775,1.00371815287055,0.00180844907407407,0.2622,43340
0.180125300791177,2.1621875,3.80334932929972,0.00180844907407407,1.447475,43341
0.14275092936803,0.70125,7.5609849759539,0.00452112268518519,1.50915000109887,43342
0.139836559065952,0.8672125,4.01423547631636,0.00560619212962963,2.301,43343
0.0597333328326543,2.805,0,0,1.4664,43344
0.153600000071526,1.2178375,2.65899041888689,0,2.5741,43345
0.157866666702429,1.7040375,3.73819954200808,0.00632957175925926,2.50400000439547,43346
0.1536,1.55794375,1.59729236209709,0.00949435763888889,2.09509998994172,43347
0.175999999821186,1.02265625,5.64121407810521,0.00271267361111111,2.1595,43348
0.201599999964237,0.584375,9.64831432006137,0,1.9557,43349
0.253866666630904,0.95486875,5.19398058150265,0.00587745949074074,2.4505,43350
0.216533333190282,0.6428125,8.32164996075897,0.000904224537037037,2.4453,43351
0.215466666559378,1.5871625,1.49651425786,0,2.432,43352
0.205866666881243,1.6946875,3.06264238014979,0.0162760416666667,2.432,43353
0.283733333226045,1.753125,4.43751933205932,0.00135633680555556,2.57310001318641,43354
0.235733333082994,2.0359625,5.32578328512918,0.0103985821759259,2.442,43355
0.164266666666667,1.54859375,2.02607036823333,0.000904224537037037,2.432,43356
0.181333333082994,2.805,0.00866249864464618,0.00632957175925926,1.9831,43357
0.188800000071526,2.20075625,0.766423638603812,0.000904224537037037,1.4143,43358
0.199466667060057,1.5684625,2.58905718163883,0,2.442,43359
0.188800000143051,1.5871625,0.980722837418255,0.00180844907407407,2.432,43360
0.196266666595141,1.5871625,1.56274340199784,0.0072337962962963,2.442,43361
0.184533333190282,1.65611875,1.0867212270731,0.00307436342592593,2.4142,43362
0.256000000071526,2.34685,0,0.0049732349537037,0.2444,43363
0.151466666773955,1.8209125,1.25399909626838,0.000904224537037037,2.232,43364
0.205866666988532,2.25919375,4.52227513605805,0.000994646990740741,2.1353,43365
0.140800000286102,2.30828125,1.31704761189519,0,1.1043,43366
0.156800000286102,0.9840875,6.80578257373326,0.00180844907407407,2.4631,43367
0.0863999996781349,1.87935,1.75837683070008,0.0241427951388889,2.20419999094755,43368
0.153599999892712,1.61638125,2.63885186222817,0.0023509837962963,2.16420001318641,43369
0.14613333354791,2.24984375,0.60161534224411,0.00434027777777778,1.9031,43370
0.187733333226045,1.1594,6.78992706062718,0.0145580150462963,2.1698,43371
0.0938666668812434,1.65611875,2.11392602841531,0.000904224537037037,2.1931,43372
0.125866666273276,1.73325625,3.6727916633174,0,2.16529999094755,43373
0.172799999964237,2.30828125,4.66935837486611,0.00180844907407407,1.8335,43374
0.147199999713898,1.294975,7.55389694633793,0.00922309027777778,2.15200000879094,43375
0.193066666630904,1.6946875,4.91606840227859,0.009765625,2.60420000439547,43376
0.163200000107288,0.95486875,4.20979295472305,0,1.4776,43377
0.10133333354791,1.051875,3.49905543591112,0.00705295138888889,2.0731,43378
0.125866666487853,1.79169375,2.58057686165541,0.000452112268518519,2.1153,43379
0.193066666666667,2.805,1.89597741654368,0,1.9187,43380
0.133333333190282,1.7040375,5.31585770434394,0.00117549189814815,2.34640001318641,43381
0.126933333333333,1.6946875,2.94631134792605,0.0175419560185185,2.60270000439547,43382
0.103466666523616,1.67481875,1.53374044026554,0.00352647569444444,2.5153,43383
0.157333333226045,1.42236875,0.669472491905596,0.0146484375,1.8598,43384
0.173866666738192,1.1009625,3.39358261685952,0.000904224537037037,2.222,43385
0.190933333369096,1.48080625,0.36926676943184,0.00072337962962963,2.0009,43386
0.125866667024294,1.1781,2.16528363026651,0,2.32200001318641,43387
0.150399999749661,2.805,0.0846677244849508,0.000904224537037037,2.6775,43388
0.0906666669170062,1.0027875,2.62367547313876,0.0112123842592593,2.0598,43389
0.109866666595141,2.688125,0.953754514984727,0.0123878761574074,2.4053,43390
0.169411764554416,1.0027875,5.6443143105676,0.00198929398148148,NaN,43391
0.117556678402897,0.96421875,4.77153736496317,0.00922309027777778,2.0698,43392
0.0746666666666666,1.26575625,4.63277139599388,0,1.9387,43393
0.110933333369096,1.1781,4.98599622030645,0,1.9387,43394
0.191999999642372,1.02265625,6.74924398542279,0.0165473090277778,2.13870000879094,43395
0.195199999964237,1.4515875,7.64689197702108,0.00117549189814815,2.0287,43396
0.217600000143051,1.2973125,6.62359475786947,0.00452112268518519,2.0287,43397
0.128000000071526,1.5310625,5.71781893960466,0.00289351851851852,1.82870000439547,43398
0.149333332975705,1.472625,7.34264504321936,0.0206163194444444,1.9387,43399
0.0970666666666668,1.1570625,6.6723415347112,0.000904224537037037,1.9287,43400
0.14687299277591,0.911625,8.57136409277126,0,2.0287,43401
0.151466667060057,1.7881875,8.76649026301128,0.0120261863425926,2.0909,43402
0.110400000554323,2.805,5.98945735880526,0.00551576967592593,2.1153,43403
0.0842666669527691,1.5310625,4.16425198779362,0.00307436342592593,1.6109,43404
0.0192000001072883,0.9700625,3.36957119328483,0.000904224537037037,1.2832,43405
0.0160000002145768,1.26225,3.69245249281225,0.00859013310185185,1.852,43406
0.037333333047231,2.057,2.5846136895537,0.000904224537037037,1.3331,43407
0.0405333332260449,1.8816875,1.6125140070984,0.00162760416666667,2.0842,43408
0.0938666668097179,1.35575,5.58492019906157,0.00198929398148148,2.1198,43409
0.0757333332618078,1.3206875,4.07181939451137,0.0125687210648148,1.9924,43410
0.171733333047231,1.54275,7.00905404024311,0.00271267361111111,2.1209,43411
0.122666666917006,1.496,4.9095251750604,0.00108506944444444,2.1157,43412
0.0895999997854232,1.4375625,5.60999014418106,0.0119357638888889,1.8487,43413
0.183466666666667,1.54275,6.47716595467317,0.000813802083333333,1.8487,43414
0.182399999964237,1.472625,6.65064568603441,0,1.8587,43415
0.0917333333333333,1.4609375,5.51788805375347,0.00162760416666667,1.8587,43416
0.17493333379825,1.309,7.29533976236382,0.0116644965277778,1.8587,43417
0.115199999856949,1.285625,6.33496040591586,0.0100368923611111,1.8587,43418
0.0789333335836728,1.26225,5.22366446656013,0.000813802083333333,1.8587,43419
0.0789333320458729,1.5310625,7.28789720882669,0.0129304108796296,1.8487,43420
0.105600000572205,1.2155,7.33321452515057,0,1.8587,43421
0.126933333869775,1.3440625,8.40133941254578,0,1.9387,43422
0.171733333190282,1.496,8.19203894051272,0.00361689814814815,1.9287,43423
0.179200000572204,1.54275,8.77499884333551,0.009765625,1.7487,43424
0.11733333315452,1.4025,7.53064932589084,0.00072337962962963,1.7387,43425
0.104533333690961,1.54275,7.31737625043537,0.0125687210648148,1.7587,43426
0.090666666273276,1.54275,6.91200273266895,0.00569661458333333,1.7487,43427
0.113066666845481,1.5310625,8.07559070502619,0.000813802083333333,1.6487,43428
0.110774721232134,1.3440625,8.02724998606655,0,1.7587,43429
0.112000000178814,1.5310625,7.07521176088878,0.00515407986111111,1.6787,43430
0.103466667167346,1.54275,7.55456345460787,0.00895182291666667,1.8161,43431
0.170666666845481,1.54275,8.44688885655317,0.00406901041666667,1.6687,43432
0.180266666702429,1.5310625,7.41244639380346,0.0114836516203704,1.6587,43433
0.194133332975705,1.3908125,7.27074095874282,0.00072337962962963,1.6487,43434
0.168533333011468,1.519375,7.8303252608,0.000632957175925926,1.6587,43435
0.184533333082994,1.54275,6.59030764045158,0,1.6587,43436
0.195199999928474,1.519375,6.24185329027402,0.00108506944444444,1.7587,43437
0.0938666667381923,1.37328125,5.99452797494623,0.000813802083333333,1.6587,43438
0.0938666663448016,1.53885416705625,6.92201975141062,0.000813802083333333,1.6387,43439
0.160000000214577,1.519375,6.36245000025315,0.00108506944444444,1.5687,43440
0.171733333512147,0.165572916705625,4.1740226161344,0.00135633680555556,1.5687,43441
