Date,Temp,RH (%),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPFD (umol/m2/s),DLI (mol/m2/d),Daily DLI
11/1/2020 2:00,67.9,27.5,100,100,100,0,0,0,321.79525,26.1337,
11/1/2020 2:05,68.2,27.2,100,100,100,0,0,0.03,321.9682,26.23029046,
11/1/2020 2:10,67.9,27.1,100,100,100,0,78.5,18.64,321.5688,26.3267611,
11/1/2020 2:15,66.9,27.9,100,100,100,0,76.17,0,321.8106,26.42330428,
11/1/2020 2:20,67.6,27.8,100,100,100,0,0,0,321.8832,26.51986924,
11/1/2020 2:25,68.2,27.6,100,100,100,0,31.83,13.58,321.7138,26.61638338,
11/1/2020 2:30,67.1,27.8,100,100,100,0,100,4.92,321.835,26.71293388,
11/1/2020 2:35,67.7,28,100,100,100,0,22.83,0,321.9676,26.80952416,
11/1/2020 2:40,68.1,27.8,100,100,100,0,5.17,3.77,321.8106,26.90606734,
11/1/2020 2:45,67.4,27.9,100,100,100,0,100,14.87,67.22935614,26.926236146842,
11/1/2020 2:50,67.2,28.6,63,63,64,0,49.5,0,0,26.926236146842,
11/1/2020 2:55,66.9,28.6,0,0,0,0,0,0,0.0362944,26.926247035162,
11/1/2020 3:00,65.6,29.1,0,0,0,0,0,0,0.06049068,26.926265182366,
11/1/2020 3:05,64.6,29.9,0,0,0,0,0,0,0.06049054,26.926283329528,
11/1/2020 3:10,63.8,30.5,0,0,0,0,0,0,0.0362944,26.926294217848,
11/1/2020 3:15,63.4,31.2,0,0,0,0,0,0,0.08468694,26.92631962393,
11/1/2020 3:20,63.3,31.4,0,0,0,0,0,0,0.04839248,26.9263341416739,
11/1/2020 3:25,63.1,31.7,0,0,0,0,0,0,0.01209814,26.9263377711159,
11/1/2020 3:30,63,31.9,0,0,0,0,0,0,0.03024535,26.9263468447209,
11/1/2020 3:35,62.8,32.1,0,0,0,0,0,0,0.04839248,26.9263613624649,
11/1/2020 3:40,62.5,32.4,0,0,0,0,0,0,0.04839254,26.9263758802269,
11/1/2020 3:45,62.4,32.7,0,0,0,0,0,0,0.06049054,26.9263940273889,
11/1/2020 3:50,62.7,32.6,0,0,0,0,0,0,0.03629434,26.9264049156909,
11/1/2020 3:55,62.8,32.6,0,0,0,0,0,0,0.04839248,26.9264194334349,
11/1/2020 4:00,62.7,32.7,0,0,0,0,0,0,0.04839254,26.9264339511969,
11/1/2020 4:05,62.6,32.9,0,0,0,0,0,0,0.0725886,26.9264557277769,
11/1/2020 4:10,62.9,32.9,0,0,0,0,0,0,0.04839248,26.9264702455209,
11/1/2020 4:15,63.3,32.7,0,0,0,0,0,0,0.04839248,26.9264847632649,
11/1/2020 4:20,63.3,32.6,0,0,0,0,0,0,0.06049054,26.9265029104269,
11/1/2020 4:25,63,32.8,0,0,0,0,0,0,0.04839254,26.9265174281889,
11/1/2020 4:30,63,33,0,0,0,0,0,0,0.0725888,26.9265392048289,
11/1/2020 4:35,63.3,33,0,0,0,0,0,0,0.08468688,26.9265646108929,
11/1/2020 4:40,63.4,32.9,0,0,0,0,0,0,0.096785,26.9265936463929,
11/1/2020 4:45,63.4,32.9,0,0,0,0,0,0,0.0241962,26.9266009052529,
11/1/2020 4:50,63.3,33,0,0,0,0,0,0,0.096785,26.9266299407529,
11/1/2020 4:55,63.3,33.1,0,0,0,0,0,0,0.12098114,26.9266662350949,
11/1/2020 5:00,63.6,33.1,0,0,0,0,0,0,0.07258874,26.9266880117169,
11/1/2020 5:05,63.7,33,0,0,0,0,0,0,0.02419628,26.9266952706009,
11/1/2020 5:10,63.7,33,0,0,0,0,0,0,0,26.9266952706009,
11/1/2020 5:15,63.8,33.1,0,0,0,0,0,0,0.0483924,26.9267097883209,
11/1/2020 5:20,64.2,33,0,0,0,0,0,0,0.03629434,26.9267206766229,
11/1/2020 5:25,64.6,32.8,0,0,0,0,0,0,0.0604906,26.9267388238029,
11/1/2020 5:30,65.1,32.4,0,0,0,0,0,0,0.08468694,26.9267642298849,
11/1/2020 5:35,65.6,32.1,0,0,0,0,0,0,0.03629434,26.9267751181869,
11/1/2020 5:40,66.2,31.9,0,0,0,0,0,0,0.03629434,26.9267860064889,
11/1/2020 5:45,66.7,31.4,0,0,0,0,0,0,0.0241962,26.9267932653489,
11/1/2020 5:50,67.2,31.1,0,0,0,0,0,0,0.07258874,26.9268150419709,
11/1/2020 5:55,68,30.7,0,0,0,0,0,0,1.37918814,26.9272287984129,
11/1/2020 6:00,68.6,30.2,0,0,0,0,0,0,2.964044,26.9281180116129,
11/1/2020 6:05,69.4,29.8,0,0,0,0,0,0,2.951946,26.9290035954129,
11/1/2020 6:10,70,29.3,0,0,0,0,0,0,2.976144,26.9298964386129,
11/1/2020 6:15,70.4,28.9,0,0,0,0,0,0,2.97614,26.9307892806129,
11/1/2020 6:20,70.8,28.7,0,0,0,0,0,0,3.048732,26.9317039002129,
11/1/2020 6:25,71.2,28.4,0,0,0,0,0,0,3.145516,26.9326475550129,
11/1/2020 6:30,71.9,28.1,0,0,0,0,0,0,3.314892,26.9336420226129,
11/1/2020 6:35,72.6,27.8,0,0,0,0,0,0,3.677834,26.9347453728129,
11/1/2020 6:40,73,27.4,0,0,0,0,0,0,4.077072,26.9359684944129,
11/1/2020 6:45,73.3,27.2,0,0,0,0,0,0,140.338378,26.9780700078129,
11/1/2020 6:50,73.7,27,36,36,36,4,0,0,329.03925,27.0767817828129,
11/1/2020 6:55,74.9,26.8,100,100,100,92.06,0,0,331.1262,0.09933786,27.0767817828129
11/1/2020 7:00,77.9,25.6,100,100,100,100,0,0,331.2108,0.09936324,
11/1/2020 7:05,79.4,24.3,100,100,100,100,0,0,333.7634,0.19949226,
11/1/2020 7:10,79.9,23.7,100,100,100,100,0,0,335.3362,0.30009312,
11/1/2020 7:15,80.2,23.5,100,100,100,100,0,0,321.9192,0.39666888,
11/1/2020 7:20,79.9,23.6,100,100,100,100,0,0,322.996,0.49356768,
11/1/2020 7:25,79.7,23.8,100,100,100,100,0,0,329.7226,0.59248446,
11/1/2020 7:30,79.4,24,100,100,100,100,0,0,331.9972,0.69208362,
11/1/2020 7:35,79,24.3,100,100,100,100,0,0,339.0626,0.7938024,
11/1/2020 7:40,78.7,24.7,100,100,100,100,0,0,339.51,0.8956554,
11/1/2020 7:45,78.5,24.9,100,100,100,100,0,0,341.119,0.9979911,
11/1/2020 7:50,78.3,25.2,100,100,100,100,0,0,340.974,1.1002833,
11/1/2020 7:55,78.2,25.6,100,100,100,100,0,0,343.2726,1.20326508,
11/1/2020 8:00,78,25.8,100,100,100,100,0,0,337.2478,1.30443942,
11/1/2020 8:05,78.2,25.8,100,100,100,100,0,0,345.2084,1.40800194,
11/1/2020 8:10,77.9,26,100,100,100,100,0,0,382.9786,1.52289552,
11/1/2020 8:15,78.2,26.2,100,100,100,100,0,0,410.6474,1.64608974,
11/1/2020 8:20,78.4,26.4,100,100,100,100,0,0,439.2956,1.77787842,
11/1/2020 8:25,79,26.4,100,100,100,100,0,0,373.869,1.89003912,
11/1/2020 8:30,79.3,26.3,100,100,100,100,0,0,423.46525,2.017078695,
11/1/2020 8:35,79.2,26.3,100,100,100,100,0,0,471.0776,2.158401975,
11/1/2020 8:40,80,26.3,100,100,100,100,0,0,437.5898,2.28967891499999,
11/1/2020 8:45,80.5,26.3,100,100,100,100,0,0,441.1104,2.422012035,
11/1/2020 8:50,80.7,26.7,100,100,100,100,0,0,447.7886,2.55634861499999,
11/1/2020 8:55,81,26.9,100,100,100,100,9.17,5.12,443.917,2.68952371499999,
11/1/2020 9:00,79,26.2,100,100,100,100,100,9.22,448.72,2.82413971499999,
11/1/2020 9:05,79.4,26.9,100,100,100,100,33.5,0,441.2314,2.95650913499999,
11/1/2020 9:10,80.7,26.5,100,100,100,100,0.29,0.13,465.6574,3.09620635499999,
11/1/2020 9:15,80.3,26.2,100,100,100,100,87.54,17.89,480.7196,3.24042223499999,
11/1/2020 9:20,79.3,27,100,100,100,100,65.5,0,462.2458,3.37909597499999,
11/1/2020 9:25,81.3,26.8,100,100,100,100,41.17,17.27,501.7826,3.52963075499999,
11/1/2020 9:30,79.6,26.7,100,100,100,100,99.82,3.2,433.0046,3.65953213499999,
11/1/2020 9:35,81.2,27.6,100,100,100,100,48.18,14.75,445.3206,3.79312831499999,
11/1/2020 9:40,79.2,27.3,100,100,100,100,99.87,1.37,420.1562,3.919175175,
11/1/2020 9:45,80.9,27.9,100,100,100,100,24.13,4.96,431.0568,4.048492215,
11/1/2020 9:50,80.1,27.7,100,100,100,100,100,16.23,500.6332,4.19868217499999,
11/1/2020 9:55,79.8,28.8,100,100,100,100,49.57,0.07,569.3628,4.36949101499999,
11/1/2020 10:00,81.1,28,100,100,100,100,82.43,23.63,445.7802,4.503225075,
11/1/2020 10:05,80.8,27.7,100,100,100,100,100,11.03,427.7904,4.631562195,
11/1/2020 10:10,80,28.1,100,100,100,100,100,9.71,464.5835,4.770937245,
11/1/2020 10:15,80.9,28.9,100,100,100,100,63.33,12.27,426.2416,4.898809725,
11/1/2020 10:20,79.6,28.4,100,100,100,100,100,4.95,432.073,5.028431625,
11/1/2020 10:25,80.6,28.9,100,100,100,100,24.17,0.01,431.3712,5.15784298499999,
11/1/2020 10:30,80.8,28.4,100,100,100,100,75.83,16.82,503.6214,5.308929405,
11/1/2020 10:35,79.8,28.7,100,100,100,100,78.79,0.15,458.302,5.446420005,
11/1/2020 10:40,81.1,28,100,100,100,100,97.88,26.87,442.2356,5.579090685,
11/1/2020 10:45,79.7,28.2,100,100,100,100,77.9,0.15,436.7066,5.710102665,
11/1/2020 10:50,80.8,28.1,100,100,100,100,95.43,22.33,410.9254,5.833380285,
11/1/2020 10:55,80.2,28.9,100,100,100,100,70.83,0,433.4282,5.963408745,
11/1/2020 11:00,81.3,28.9,100,100,100,100,30.5,13.67,429.8832,6.092373705,
11/1/2020 11:05,79.7,28.6,100,100,100,100,100,7.2,429.0486,6.221088285,
11/1/2020 11:10,80.1,29.2,100,100,100,100,26.83,0,423.8826,6.348253065,
11/1/2020 11:15,81.1,28.7,100,100,100,100,10.5,5.83,410.3328,6.471352905,
11/1/2020 11:20,79.7,28.7,100,100,100,100,100,10.83,405.8682,6.593113365,
11/1/2020 11:25,79.2,29.9,100,100,100,100,40.17,0,380.426,6.707241165,
11/1/2020 11:30,80.3,29.1,100,100,100,100,0,0,409.5098,6.830094105,
11/1/2020 11:35,80.4,28.6,100,100,100,100,0,0,420.5192,6.956249865,
11/1/2020 11:40,80.7,28.5,100,100,100,100,0,0,422.2252,7.082917425,
11/1/2020 11:45,80.8,28.6,100,100,100,100,0,0,427.9354,7.21129804499999,
11/1/2020 11:50,80.8,28.6,100,100,100,100,0,0,436.1835,7.342153095,
11/1/2020 11:55,80.8,28.8,100,100,100,100,0,0,434.9162,7.47262795499999,
11/1/2020 12:00,80.9,28.8,100,100,100,100,0,0,443.8444,7.60578127499999,
11/1/2020 12:05,80.9,28.9,100,100,100,100,0,0,457.5152,7.74303583499999,
11/1/2020 12:10,81.1,29.1,100,100,100,100,0.18,0.1,458.616,7.88062063499999,
11/1/2020 12:15,80.7,29.1,100,100,100,100,84.99,20.4,425.2618,8.00819917499999,
11/1/2020 12:20,79.3,30.5,100,100,100,100,72.17,0,421.3178,8.13459451499999,
11/1/2020 12:25,80.2,30.5,100,100,100,100,0,0,448.5508,8.26915975499999,
11/1/2020 12:30,80.6,30,100,100,100,100,0,0,424.9472,8.39664391499999,
11/1/2020 12:35,80.6,29.6,100,100,100,100,0,0,441.1466,8.52898789499999,
11/1/2020 12:40,80.7,29.8,100,100,100,100,0,0,407.5502,8.65125295499999,
11/1/2020 12:45,80.6,29.7,100,100,100,100,0,0,375.3446,8.76385633499999,
11/1/2020 12:50,80.1,29.6,100,100,100,100,0,0,358.3468,8.87136037499999,
11/1/2020 12:55,79.6,29.6,100,100,100,100,0,0,373.8932,8.98352833499999,
11/1/2020 13:00,79.5,29.9,100,100,100,100,0,0,362.1096,9.09216121499999,
11/1/2020 13:05,79.4,29.8,100,100,100,100,0,0,388.6286,9.208749795,
11/1/2020 13:10,79.1,29.9,100,100,100,100,0,0,391.4718,9.32619133499999,
11/1/2020 13:15,79.2,30,100,100,100,100,0,0,354.8626,9.432650115,
11/1/2020 13:20,79.1,30,100,100,100,100,0,0,352.5276,9.538408395,
11/1/2020 13:25,78.9,30.2,100,100,100,100,0,0,354.6812,9.644812755,
11/1/2020 13:30,78.7,30.4,100,100,100,100,0,0,373.6965,9.756921705,
11/1/2020 13:35,78.6,30.6,100,100,100,100,0,0,347.2044,9.861083025,
11/1/2020 13:40,78.7,30.4,100,100,100,100,0,0,346.4906,9.965030205,
11/1/2020 13:45,78.6,30.5,100,100,100,100,0,0,350.3138,10.070124345,
11/1/2020 13:50,78.5,30.7,100,100,100,100,0,0,354.016,10.176329145,
11/1/2020 13:55,78.4,30.8,100,100,100,100,0,0,332.2512,10.276004505,
11/1/2020 14:00,78.2,30.9,100,100,100,100,0,0,333.0376,10.375915785,
11/1/2020 14:05,77.9,31.3,100,100,100,100,0,0,338.6026,10.477496565,
11/1/2020 14:10,77.9,31.5,100,100,100,100,0,0,339.2076,10.579258845,
11/1/2020 14:15,77.7,31.8,100,100,100,100,0,0,334.3078,10.679551185,
11/1/2020 14:20,77.5,32.1,100,100,100,100,0,0,328.9004,10.778221305,
11/1/2020 14:25,77.3,32.4,100,100,100,100,0,0,340.5748,10.880393745,
11/1/2020 14:30,77.3,32.8,100,100,100,100,0,0,355.6734,10.987095765,
11/1/2020 14:35,77.3,33,100,100,100,100,0,0,363.7548,11.096222205,
11/1/2020 14:40,77.4,33.1,100,100,100,100,0,0,372.405,11.207943705,
11/1/2020 14:45,77.4,33.3,100,100,100,100,0,0,362.5088,11.316696345,
11/1/2020 14:50,77.8,33.4,100,100,100,100,0,0,350.1566,11.421743325,
11/1/2020 14:55,77.7,34.2,100,100,100,100,0,0,340.2358,11.523814065,
11/1/2020 15:00,77.6,35.1,100,100,100,100,0,0,324.9198,11.621290005,
11/1/2020 15:05,77.9,35.6,100,100,100,100,0,0,319.4394,11.717121825,
11/1/2020 15:10,77.9,36,100,100,100,100,0,0,317.18325,11.8122768,
11/1/2020 15:15,78,36.4,100,100,100,100,0,0,323.2866,11.90926278,
11/1/2020 15:20,77.2,36.8,100,100,100,100,0,0,328.162,12.00771138,
11/1/2020 15:25,76.7,37,100,100,100,100,0,0,328.6822,12.10631604,
11/1/2020 15:30,76.4,37.1,100,100,100,100,0,0,326.9642,12.2044053,
11/1/2020 15:35,76.3,37.1,100,100,100,100,0,0,330.001,12.3034056,
11/1/2020 15:40,76.2,37.1,100,100,100,100,0,0,339.0262,12.40511346,
11/1/2020 15:45,76.1,37.3,100,100,100,100,0,0,347.858,12.50947086,
11/1/2020 15:50,75.9,37.5,100,100,100,100,0,0,345.7284,12.61318938,
11/1/2020 15:55,76,37.7,100,100,100,100,0,0,334.308,12.71348178,
11/1/2020 16:00,76.5,37.4,100,100,100,100,0,0,331.114,12.81281598,
11/1/2020 16:05,76.4,37.3,100,100,100,100,0,0,326.0812,12.91064034,
11/1/2020 16:10,76.4,37.4,100,100,100,100,0,0,324.5932,13.0080183,
11/1/2020 16:15,76.2,37.5,100,100,100,100,0,0,327.2548,13.10619474,
11/1/2020 16:20,76,37.6,100,100,100,100,0,0,327.3396,13.20439662,
11/1/2020 16:25,76.3,37.3,100,100,100,100,0,0,327.7024,13.30270734,
11/1/2020 16:30,76.2,37.1,100,100,100,100,0,0,327.049,13.40082204,
11/1/2020 16:35,76.5,36.8,100,100,100,100,0,0,327.2912,13.4990094,
11/1/2020 16:40,76.8,36.4,100,100,100,100,0,0,330.8842,13.59827466,
11/1/2020 16:45,76.8,36,100,100,100,100,0,0,327.3396,13.69647654,
11/1/2020 16:50,76.8,35.8,100,100,100,100,0,0,321.5806,13.79295072,
11/1/2020 16:55,77,35.5,100,100,100,100,0,0,322.763,13.88977962,
11/1/2020 17:00,77,35.1,100,100,100,100,0,0,321.1696,13.9861305,
11/1/2020 17:05,76.8,35.1,100,100,100,43.94,0,0,319.8264,14.08207842,
11/1/2020 17:10,77,34.8,100,100,100,0,0,0,323.9278,14.17925676,
11/1/2020 17:15,77.2,34.3,100,100,100,0,0,0,324.291,14.27654406,
11/1/2020 17:20,77,34,100,100,100,0,0,0,324.0488,14.3737587,
11/1/2020 17:25,76.9,34,100,100,100,0,0,0,323.9638,14.47094784,
11/1/2020 17:30,76.8,33.8,100,100,100,0,0,0,324.073,14.56816974,
11/1/2020 17:35,76.8,33.6,100,100,100,0,0,0,324.1092,14.6654025,
11/1/2020 17:40,76.7,33.5,100,100,100,0,0,0,324.0124,14.76260622,
11/1/2020 17:45,76.6,33.3,100,100,100,0,0,0,324.1576,14.8598535,
11/1/2020 17:50,76.8,33,100,100,100,0,0,0,324.0124,14.95705722,
11/1/2020 17:55,76.8,32.7,100,100,100,0,0,0,321.4964,15.05350614,
11/1/2020 18:00,76.9,32.5,100,100,100,0,0,0,321.605,15.1499876399999,
11/1/2020 18:05,76.8,32.3,100,100,100,0,0,0,321.7504,15.24651276,
11/1/2020 18:10,76.7,32.1,100,100,100,0,0,0,321.5688,15.3429834,
11/1/2020 18:15,76.7,31.9,100,100,100,0,0,0,321.4236,15.43941048,
11/1/2020 18:20,76.7,31.9,100,100,100,0,0,0,321.7864,15.5359464,
11/1/2020 18:25,76.6,31.7,100,100,100,0,0,0,321.6898,15.63245334,
11/1/2020 18:30,76.6,31.5,100,100,100,0,0,0,321.5446,15.7289167199999,
11/1/2020 18:35,76.3,31.5,100,100,100,0,0,0,321.6778,15.8254200599999,
11/1/2020 18:40,76.1,31.6,100,100,100,0,0,0,321.7655,15.92194971,
11/1/2020 18:45,75.8,31.8,100,100,100,0,0,0,321.5686,16.0184202899999,
11/1/2020 18:50,76,31.7,100,100,100,0,74.5,30.49,321.5324,16.1148800099999,
11/1/2020 18:55,74.1,32.6,100,100,100,0,100,4.7,321.8954,16.2114486299999,
11/1/2020 19:00,73.8,33.1,100,100,100,0,21.5,0,321.738,16.3079700299999,
11/1/2020 19:05,74.1,32.9,100,100,100,0,34.5,14.92,321.5566,16.4044370099999,
11/1/2020 19:10,72,32.4,100,100,100,0,100,4.73,321.8106,16.5009801899999,
11/1/2020 19:15,72.5,32.5,100,100,100,0,22.67,2.45,321.3632,16.5973891499999,
11/1/2020 19:20,71.8,31.9,100,100,100,0,100,20.28,321.4358,16.6938198899999,
11/1/2020 19:25,71.3,32.1,100,100,100,0,83.33,9.43,321.4478,16.7902542299999,
11/1/2020 19:30,70.3,31.6,100,100,100,0,100,8.81,321.6292,16.8867429899999,
11/1/2020 19:35,70.8,31.5,100,100,100,0,79.17,15.22,321.4356,16.9831736699999,
11/1/2020 19:40,68.7,31,100,100,100,0,99.99,3.07,321.484,17.0796188699999,
11/1/2020 19:45,69.1,30.8,100,100,100,0,99.18,15.01,321.702,17.1761294699999,
11/1/2020 19:50,68.8,31.1,100,100,100,0,99.17,8.54,321.5324,17.2725891899999,
11/1/2020 19:55,67.6,30.9,100,100,100,0,100,13.76,321.484,17.3690343899999,
11/1/2020 20:00,68.1,31.2,100,100,100,0,99.17,17.83,321.6172,17.4655195499999,
11/1/2020 20:05,67.1,31.2,100,100,100,0,99.26,0.5,321.8108,17.5620627899999,
11/1/2020 20:10,68.2,30.8,100,100,100,0,79.9,22.7,321.5808,17.6585370299999,
11/1/2020 20:15,67.3,31.2,100,100,100,0,100,4.69,321.6536,17.7550331099999,
11/1/2020 20:20,67.2,31.1,100,100,100,0,100,9.77,321.7382,17.8515545699999,
11/1/2020 20:25,68.1,31.3,100,100,100,0,73.33,13.19,321.765,17.9480840699999,
11/1/2020 20:30,66.6,31.5,100,100,100,0,99.99,2.16,321.6292,18.0445728299999,
11/1/2020 20:35,67.5,31.9,100,100,100,0,18.85,0,321.8954,18.1411414499999,
11/1/2020 20:40,67.9,31.7,100,100,100,0,0.63,0.44,321.7744,18.2376737699999,
11/1/2020 20:45,67.6,31.7,100,100,100,0,95.21,18.09,321.5808,18.3341480099999,
11/1/2020 20:50,67,32.4,100,100,100,0,59.5,0,319.282,18.4299326099999,
11/1/2020 20:55,67.6,32.2,100,100,100,0,0,0,319.3182,18.5257280699999,
11/1/2020 21:00,68,31.9,100,100,100,0,17.17,7.95,319.2092,18.6214908299999,
11/1/2020 21:05,66.9,31.9,100,100,100,0,100,9.42,319.2214,18.7172572499999,
11/1/2020 21:10,67,32.4,100,100,100,0,36.17,0,319.3788,18.8130708899999,
11/1/2020 21:15,67.6,31.9,100,100,100,0,0,0,319.4272,18.9088990499999,
11/1/2020 21:20,68,31.5,100,100,100,0,0,0,319.161,19.0046473499999,
11/1/2020 21:25,68.1,31.2,100,100,100,0,0,0,319.4512,19.1004827099999,
11/1/2020 21:30,68.2,30.9,100,100,100,0,0.4,0.15,319.2214,19.1962491299999,
11/1/2020 21:35,67.7,30.7,100,100,100,0,90.1,19.95,319.0762,19.2919719899999,
11/1/2020 21:40,66.8,31.3,100,100,100,0,66.83,0,319.3906,19.3877891699999,
11/1/2020 21:45,67.7,30.9,100,100,100,0,0,0,319.3664,19.4835990899999,
11/1/2020 21:50,67.9,30.5,100,100,100,0,0,0,319.1248,19.5793365299999,
11/1/2020 21:55,68,30.1,100,100,100,0,65.17,18.17,319.1124,19.6750702499999,
11/1/2020 22:00,66.7,30.4,100,100,100,0,89.5,0,319.3182,19.7708657099999,
11/1/2020 22:05,67.4,30.2,100,100,100,0,0,0,319.40575,19.8666874349999,
11/1/2020 22:10,67.7,29.8,100,100,100,0,0,0,319.2578,19.9624647749999,
11/1/2020 22:15,68,29.4,100,100,100,0,33.17,13.63,319.4996,20.0583146549999,
11/1/2020 22:20,66.8,29.4,100,100,100,0,99.99,2.81,319.536,20.1541754549999,
11/1/2020 22:25,67.2,29.5,100,100,100,0,18.85,0,319.1368,20.2499164949999,
11/1/2020 22:30,67.7,29.1,100,100,100,0,0,0,319.403,20.3457373949999,
11/1/2020 22:35,67.9,28.7,100,100,100,0,0,0,319.4148,20.4415618349999,
11/1/2020 22:40,68.1,28.4,100,100,100,0,0,0,319.2696,20.5373427149999,
11/1/2020 22:45,68.3,28.1,100,100,100,0,46.5,17.68,319.1124,20.6330764349999,
11/1/2020 22:50,66.6,28.5,100,100,100,0,99.6,1.93,319.3786,20.7288900149999,
11/1/2020 22:55,67.1,28.7,100,100,100,0,9.9,0,319.3786,20.824703595,
11/1/2020 23:00,67.9,28.2,100,100,100,0,0,0,319.3304,20.9205027149999,
11/1/2020 23:05,68,27.9,100,100,100,0,0,0,319.427,21.0163308149999,
11/1/2020 23:10,68.2,27.7,100,100,100,0,0,0,319.5844,21.1122061349999,
11/1/2020 23:15,68.3,27.6,100,100,100,0,5.17,3.78,319.2212,21.2079724949999,
11/1/2020 23:20,67.6,27.7,100,100,100,0,100,17.93,319.1972,21.3037316549999,
11/1/2020 23:25,67.3,28.3,100,100,100,0,54.83,0,319.4512,21.3995670149999,
11/1/2020 23:30,67.9,27.9,100,100,100,0,0,0,319.173,21.4953189149999,
11/1/2020 23:35,68.2,27.7,100,100,100,0,63.83,21.96,319.1124,21.5910526349999,
11/1/2020 23:40,67,28.3,100,100,100,0,96.17,0,319.427,21.6868807349999,
11/1/2020 23:45,67.9,28,100,100,100,0,0,0,319.3424,21.7826834549999,
11/1/2020 23:50,68.3,27.6,100,100,100,0,47.83,19.14,319.26975,21.8784643799999,
11/1/2020 23:55,66.9,28.1,100,100,100,0,99.65,2.2,319.318,21.9742597799999,
11/2/2020 0:00,67.7,28.2,100,100,100,0,0.32,0,319.4512,22.0700951399999,
11/2/2020 0:05,68.3,27.7,100,100,100,0,26.5,11.99,319.2334,22.1658651599999,
11/2/2020 0:10,67.3,27.8,100,100,100,0,100,10.52,319.2698,22.2616460999999,
11/2/2020 0:15,67.6,28,100,100,100,0,36.17,0,319.548,22.3575104999999,
11/2/2020 0:20,68.3,27.5,100,100,100,0,25.17,11.26,319.294,22.4532986999999,
11/2/2020 0:25,67.3,27.7,100,100,100,0,100,9.09,319.3424,22.5491014199999,
11/2/2020 0:30,67.8,27.8,100,100,100,0,32.17,0,319.427,22.6449295199999,
11/2/2020 0:35,68.3,27.3,100,100,100,0,9.17,5.4,319.3544,22.7407358399999,
11/2/2020 0:40,67.4,27.4,100,100,100,0,100,15.18,319.2216,22.8365023199999,
11/2/2020 0:45,67.5,27.8,100,100,100,0,48.17,0,319.403,22.9323232199999,
11/2/2020 0:50,68,27.3,100,100,100,0,0,0,319.4756,23.0281658999999,
11/2/2020 0:55,68.3,27.1,100,100,100,0,14.5,7.31,319.318,23.1239612999999,
11/2/2020 1:00,67.5,27.3,100,100,100,0,100,15.13,319.3426,23.2197640799999,
11/2/2020 1:05,67.3,27.8,100,100,100,0,48.17,0,319.4634,23.3156030999999,
11/2/2020 1:10,67.9,27.5,100,100,100,0,0,0,319.403,23.4114239999999,
11/2/2020 1:15,68.3,27.2,100,100,100,0,19.83,9.16,319.185,23.5071794999999,
11/2/2020 1:20,67.4,27.4,100,100,100,0,100,12.58,319.4272,23.6030076599999,
11/2/2020 1:25,67.6,27.8,100,100,100,0,40.17,0,319.5238,23.6988647999999,
11/2/2020 1:30,68.1,27.4,100,100,100,0,0.18,0.1,319.1848,23.7946202399999,
11/2/2020 1:35,67.9,27.3,100,100,100,0,84.99,21.79,319.16375,23.8903693649999,
11/2/2020 1:40,67.1,28,100,100,100,0,74.83,0,319.5844,23.9862446849999,
11/2/2020 1:45,67.8,27.7,100,100,100,0,0,0,319.4272,24.0820728449999,
11/2/2020 1:50,68.2,27.5,100,100,100,0,0.35,0.14,319.173,24.1778247449999,
11/2/2020 1:55,67.9,27.3,100,100,100,0,88.82,22,319.4392,24.2736565049999,
11/2/2020 2:00,67.2,28,100,100,100,0,70.83,0,319.4028,24.3694773449999,
11/2/2020 2:05,68,27.7,100,100,100,0,0,0,319.3664,24.4652872649999,
11/2/2020 2:10,68.3,27.5,100,100,100,0,15.83,7.65,319.3062,24.5610791249999,
11/2/2020 2:15,67.5,27.6,100,100,100,0,100,14.51,319.4632,24.6569180849999,
11/2/2020 2:20,67.4,28.2,100,100,100,0,46.83,0,319.3544,24.7527244049999,
11/2/2020 2:25,67.9,28,100,100,100,0,0,0,319.2336,24.8484944849999,
11/2/2020 2:30,68.2,27.8,100,100,100,0,63.83,21.09,319.633,24.9443843849999,
11/2/2020 2:35,66.7,28.9,100,100,100,0,94.83,0,319.548,25.0402487849999,
11/2/2020 2:40,67.4,29.1,100,100,100,0,0,0,319.318,25.1360441849999,
11/2/2020 2:45,67.9,28.9,100,100,100,0,0,0,319.318,25.2318395849999,
11/2/2020 2:50,68.3,28.6,100,100,100,0,57.17,22.14,126.341,25.2697418849999,
11/2/2020 2:55,66.8,29.5,24,24,25,0,99.32,0,0.01209814,25.2697455144419,
11/2/2020 3:00,65.8,30.2,0,0,0,0,3.51,0,0.0362944,25.2697564027619,
11/2/2020 3:05,64.8,30.8,0,0,0,0,0,0,0.0725886,25.2697781793419,
11/2/2020 3:10,63.9,31.4,0,0,0,0,0,0,0.03629434,25.2697890676439,
11/2/2020 3:15,63.6,31.9,0,0,0,0,0,0,0,25.2697890676439,
11/2/2020 3:20,63.2,32.3,0,0,0,0,0,0,0.06049068,25.2698072148479,
11/2/2020 3:25,62.8,32.6,0,0,0,0,0,0,0.0725886,25.2698289914279,
11/2/2020 3:30,62.4,33.1,0,0,0,0,0,0,0.07258874,25.2698507680499,
11/2/2020 3:35,62.4,33.2,0,0,0,0,0,0,0.09678494,25.2698798035319,
