Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:43:06,1-2-B-1,24.06,2,15.09,,9.29,15.09,1.34,7.43,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:44:21,1-2-B-2,9.57,1,7.17,,2.75,7.19,2.93,6.64,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-2-B,33.63,3,22.26,,12.04,22.28,4.27,14.07,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:39:51,1-3-a,30.41,3,21.01,,8.37,21.01,2.54,8.63,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:37:51,1-3-a-1,70.89,6,28.29,10.4,12.18,58.67,2.91,9,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-3-a,101.3,9,49.3,10.4,20.55,79.68,5.45,17.63,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:30:25,1-3-B,58.16,7,24.4,9.5,12.41,45.75,2.39,8.48,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:31:35,1-4-a,127.95,13,29.48,9.2,12.93,114.93,2.64,8.73,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:29:07,1-4-a-1,102.94,8,33.03,10.2,10.17,90.89,3.13,9.22,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-4-a,230.89,21,62.51,9.7,23.1,205.82,5.77,17.95,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:46:24,1-4-B-1,146.08,12,36.05,8.7,14.11,132.5,2.99,9.08,
