ProdA_cum,ProdA_num,ProdB_cum,ProdB_num,Prod_value_cum,Total_Prod_cum,time
7.81397540983607,1.63934426229508,0.019713114754099,0.0409836065573771,5.9575512295082,7.83368852459016,43362
8.73868852459016,2.5,0.0222131147540985,0.0409836065573771,6.7306762295082,8.76090163934426,43363
9.68959016393443,2.66393442622951,0.0248770491803274,0,7.5431762295082,9.71446721311476,43364
10.0380737704918,0.942622950819672,0.0258196721311474,0,7.8306762295082,10.063893442623,43365
10.0380737704918,0,0.0258196721311474,0,7.8306762295082,10.063893442623,43366
11.4820491803279,3.85245901639344,0.0296721311475405,0,9.02493852459016,11.5117213114754,43367
12.5865573770492,3.23770491803279,0.0329098360655724,0,10.0286270491803,12.6194672131148,43368
13.0849180327869,1.51639344262295,0.0344262295081936,0,10.4987090163934,13.1193442622951,43369
13.548237704918,1.39344262295082,0.0358196721311455,0,10.9306762295082,13.5840573770492,43370
13.9319672131148,1.10655737704918,0.0369262295081949,0,11.2737090163934,13.968893442623,43371
14.1168442622951,0.491803278688525,0.0374180327868832,0,11.4261680327869,14.154262295082,43372
14.1168442622951,0,0.0374180327868832,0,11.4261680327869,14.154262295082,43373
14.8911065573771,1.84426229508197,0.039262295081965,0.0409836065573771,12.0180840163934,14.930368852459,43374
14.8911065573771,0,0.039262295081965,0,12.0180840163934,14.930368852459,43375
16.8559426229508,4.75409836065574,0.0440163934426181,0.0409836065573771,13.5265983606557,16.8999590163934,43376
17.4225409836066,1.39344262295082,0.0454098360655664,0,13.9655327868852,17.4679508196721,43377
18.0450819672131,1.51639344262295,0.0469262295081876,0.122950819672131,14.4761168032787,18.0920081967213,43378
18.8062704918033,1.84426229508197,0.0487704918032712,0,15.0570594262295,18.8550409836066,43379
18.8062704918033,0,0.0487704918032712,0,15.0570594262295,18.8550409836066,43380
19.7780327868853,2.37704918032787,0.0511475409835995,0.0819672131147541,15.8400102459016,19.8291803278689,43381
20.1945081967213,1.10655737704918,0.052254098360649,0,16.1941086065574,20.246762295082,43382
20.3224180327869,0.327868852459016,0.0525819672131078,0,16.2990266393443,20.375,43383
20.6310245901639,0.819672131147541,0.0534016393442549,0.327868852459016,16.6505020491803,20.6844262295082,43384
20.8546721311475,0.614754098360656,0.0540163934426161,0,16.8472233606557,20.9086885245902,43385
21.2557786885246,1.0655737704918,0.0550819672131091,0,17.1882069672131,21.3108606557377,43386
21.2557786885246,0,0.0550819672131091,0,17.1882069672131,21.3108606557377,43387
21.9506557377049,1.80327868852459,0.0568852459016327,0,17.7787807377049,22.0075409836066,43388
22.5823360655738,1.59836065573771,0.0584836065573704,0.0409836065573771,18.3136526639344,22.6408196721311,43389
24.0981557377049,4.18032786885246,0.0626639344262223,0.69672131147541,19.8766598360656,24.1608196721311,43390
24.2420901639344,0.409836065573771,0.0630737704917976,0,20.010881147541,24.3051639344262,43391
