EC_Drain,drain,pH_Drain,time,water
2.93187499999535,0.83,5.69809027785461,43390,3.0996
2.91952205889379,NaN,5.8201470589172,43391,NaN
2.9412635378918,1.06,5.75068592062607,43392,3.2718
2.88472222223503,0.2,5.46432291665386,43393,2.0664
2.69701388890985,1.25,5.93548611107386,43394,3.6162
2.58046874999418,1.25,6.1658159721582,43395,3.444
2.57003472225482,0.96,6.23458333334965,43396,2.7552
2.46402777781328,1.17,6.27232638870669,43397,3.0996
2.3377083333473,1.07,6.42500000003144,43398,3.0996
2.19647569443862,0.85,6.49093750003027,43399,2.4108
2.18826388891567,1.03,6.44302083354521,43400,3.444
2.18410583945093,1.14,6.41963503641927,43401,3.2718
2.22215277780572,1.15,6.38940972230605,43402,3.444
2.15859375001455,0.72,6.53715277784529,43403,2.4108
2.11571180555614,0.72,6.59399305559512,43404,2.583
2.06164930558058,0.83,6.65236111116118,43405,2.9274
2.06100694440952,0.83,6.65666666670742,43406,3.0996
2.08828124997264,1.05,6.65197916657005,43407,3.0996
1.99989583341832,0.86,6.69312499997208,43408,2.9274
2.01253472219778,0.86,6.65923611110994,43409,2.9274
2.01972222224201,0.82,6.65090277779757,43410,2.9274
2.02449652781212,0.72,6.63890625005414,43411,2.583
1.95293402780164,0.77,6.67371527784414,43412,2.9274
1.87859375003318,0.62,6.75048611110646,43413,2.583
1.86345486113847,0.6,6.74682291666144,43414,2.4108
1.73567708341075,0.8,6.80541666671207,43415,2.9274
1.69781249990454,0.79,6.78258680557361,43416,2.7552
1.68473958329084,0.83,6.78666666661545,43417,2.7552
1.72114583332984,0.81,6.68883680537335,43418,3.444
1.68619791672662,0.98,6.63336805554507,43419,3.0996
1.65161458339096,0.81,6.66026041671497,43420,2.7552
1.58446180553169,0.81,6.71234375017288,43421,2.7552
1.60947916668296,0.64,6.74303819435656,43422,2.7552
1.54909722218031,0.7,6.79732638890286,43423,2.4108
