AssimLight,BlackScr,CO2air,EnScr,GHtime,HumDef,PipeGrow,PipeLow,RHair,Tair,VentLee,Ventwind
NaN,NaN,NaN,NaN,43326,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,43326.0034722222,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,445,0,43326.0069444445,2.07999999966472,0,0,87.7,19.6999999966472,0,0
0,0,451,0,43326.0104166666,2.07,0,0,87.8,19.7,0,0
0,0,442.999999932945,0,43326.0138888889,2.03,0,0,88.0000000067055,19.7000000067055,0,0
0,0,442.00000013411,0,43326.0173611111,2.03,0,0,88.099999986589,19.799999986589,0,0
0,0,444.999999798834,0,43326.0208333334,1.95000000536442,0,0,88.3999999798834,19.600000013411,0,0
0,0,445.999999966472,0,43326.0243055555,1.94000000033528,0,0,88.4999999966472,19.6,0,0
0,0,448.000000067055,0,43326.0277777778,1.93999999798834,0,0,88.400000013411,19.5000000033528,0,0
0,0,449.999999899417,0,43326.03125,1.88000000201166,0,0,88.7999999899417,19.6,0,0
0,0,449.000000100583,0,43326.0347222222,1.89999999798834,0,0,88.7000000100583,19.6,0,0
0,0,443.000000201166,0,43326.0381944445,1.87000000100583,0,0,88.8999999932945,19.6,0,0
0,0,448,0,43326.0416666666,1.86,0,0,89.1,19.8,0,0
0,0,451.00000013411,0,43326.0451388889,1.83999999798834,0,0,89.100000013411,19.7,0,0
0,0,452.999999731779,0,43326.0486111111,1.81000000402331,0,0,89.2999999731779,19.7,0,0
0,0,453,0,43326.0520833334,1.77000000268221,0,0,89.499999986589,19.6000000067055,0,0
0,0,453,0,43326.0555555555,1.77,0,0,89.4000000033528,19.5000000033528,0,0
0,0,452.000000100583,0,43326.0590277778,1.75000000067055,0,0,89.5,19.4000000067055,0,0
0,0,455.000000502914,0,43326.0625,1.76999999497086,0,0,89.5000000301748,19.6,0,0
0,0,459.999999497086,0,43326.0659722222,1.72000000502914,0,0,89.7999999698252,19.6,0,0
0,0,460,0,43326.0694444445,1.70000000067055,0,0,89.8999999966472,19.6,0,0
0,0,462,0,43326.0729166666,1.69,0,0,90,19.7,0,0
0,0,454.000000201166,0,43326.0763888889,1.65999999798834,0,0,90.2000000067055,19.6999999932945,0,0
0,0,456.999999597669,0,43326.0798611111,1.63000000402331,0,0,90.299999986589,19.600000013411,0,0
0,0,459.999999798834,0,43326.0833333334,1.58000000335276,0,0,90.5999999798834,19.6,0,0
0,0,456.00000013411,0,43326.0868055555,1.57000000033528,0,0,90.6999999966472,19.6999999966472,0,0
0,0,457,0,43326.0902777778,1.55999999832362,0,0,90.700000013411,19.6000000067055,0,0
0,0,457.000000502914,0,43326.09375,1.51000000402331,0,0,91.0999999798834,19.8,0,0
