EC_Drain,drain,pH_Drain,time,water
5.07947916669927,1.87,3.74999999999302,43362,5.7684
4.83385416674816,1.95,3.70322916669577,43363,5.7684
4.44671875004657,1.95,3.71817708335196,43364,4.9818
3.94611111121239,1.68,3.76690972222921,43365,4.7196
3.39767361100983,1.74,3.8631944444363,43366,4.4574
2.93104166664339,1.94,4.02020833336709,43367,5.5062
2.68536458335312,1.61,4.29425347219429,43368,4.9818
2.45420138892148,1.94,4.74326388874104,43369,5.5062
2.33296875002677,2.03,5.10519097221291,43370,5.5062
2.28624999996741,1.5,5.43935763890518,43371,4.1952
2.0395833333147,1.4,5.81017361118795,43372,4.4574
2.05822916667132,1.07,6.03194444445375,43373,4.1952
2.14666666668995,1.3,6.17479166673767,43374,4.4574
2.2312152777382,1.41,6.34447916672837,43375,3.933
2.2548263888691,0.87,6.29350694450615,43376,3.933
2.15421875006636,1.73,6.31381944458182,43377,4.1952
2.32211805551015,4.07,5.84444444447704,43378,7.3416
2.66911458332752,1.81,5.00125000006636,43379,4.4574
2.82131944444561,1.56,4.76241319447704,43380,4.4574
2.95944444448752,1.25,4.70187500011875,43381,4.1952
2.84753472221756,1.75,5.34760416663175,43382,4.37
2.74034722219662,1.7,5.60996527781271,43383,4.37
2.69958333334148,0.96,5.87371527771258,43384,3.6708
2.71670138891334,1,6.10843750009779,43385,3.4086
2.75857638888889,1.27,6.18295138887259,43386,3.4086
2.74836805553926,0.87,6.18486111101681,43387,3.1464
2.82249999999069,0.64,6.20923611109831,43388,2.8842
2.77960069443979,1.16,6.36392361109249,43389,3.1464
2.65826388888889,1.16,6.41090277788254,43390,3.4086
2.61231617648168,NaN,6.3841544117832,43391,NaN
2.67064981950683,1.85,6.3080866425593,43392,4.1952
2.60592013894477,1.62,6.44119791657004,43393,3.6708
2.42963541666667,1.41,6.61418402786742,43394,3.6708
2.35131944445027,0.96,6.71784722230604,43395,3.1464
2.41690972218613,0.82,6.73732638902627,43396,2.8842
2.51939236111227,0.98,6.76263888900647,43397,2.8842
2.54836805559165,1.18,6.76600694472617,43398,2.8842
2.50062499998952,0.97,6.72184027771376,43399,2.8842
2.5157986111309,1,6.68322916673186,43400,3.1464
2.62045620435325,0.94,6.59333941617036,43401,3.4086
2.76447916663058,1.2,6.51583333342297,43402,3.5834
2.7656770833572,1.51,6.51210069449276,43403,3.4086
2.64685763886735,1.79,6.56001736107677,43404,3.6708
2.54270833335778,0.95,6.64276041673594,43405,2.8842
2.49135416662592,1.16,6.66722222225481,43406,2.8842
2.50605902778068,1.06,6.6560416667726,43407,3.1464
2.46687499999651,1.05,6.65638888892614,43408,2.8842
2.39369791665328,0.77,6.7502777778488,43409,2.622
2.33111111110413,0.85,6.83940972222572,43410,2.8842
2.34513888890169,0.85,6.92022569437983,43411,2.622
2.42416666670858,0.82,6.87541666657703,43412,2.8842
2.3996874999965,1.07,7.01095486102205,43413,2.8842
2.36921874999709,1.09,6.96552083341599,43414,2.622
2.36220486109539,1.06,6.86579861096792,43415,3.4086
2.39644097217507,0.7,6.72442708320471,43416,2.3598
2.33184027773238,1,6.71045138889355,43417,2.622
2.29270833336243,1.18,6.69418402768407,43418,2.8842
2.24262152780863,1.2,6.70109374994121,43419,2.8842
2.18145833335196,1.18,6.73909722225832,43420,2.622
2.13713541662068,1.41,6.7225173611769,43421,2.8842
2.09786458329899,1.28,6.72769097217625,43422,2.8842
2.0721527777673,0.85,6.76079861115652,43423,2.3598
2.10241319446133,1.17,6.7969444444235,43424,2.8842
