CO2_dosage,Electricity_Lamp,Heating_Energy,Labour,net_water,time
0.148229370629371,0,0,0,0.661424999759104,43326
0.148266666738192,0,0,0.00186873070987654,0.406124999974351,43327
0.156799999892712,0,0,0.00186873070987654,0.587715789183053,43328
0.141866666702429,0,0.165995624725535,0.00186873070987654,1.28021666649679,43329
0.153599999892712,0,0.04727062440807,0.00186873070987654,0.583288235330209,43330
0.122666666738192,0,0,0.00186873070987654,0.503662499935879,43331
0.1376,0,0,0.00186873070987654,1.15483999991886,43332
0.145066666559378,0,0.0406874982904063,0.00186873070987654,1.01215714307196,43333
0.179200000035763,0,0,0.00186873070987654,1.54545112785963,43334
0.161066666595141,0,0.169668746155599,0.00186873070987654,1.3476,43335
0.12266666645209,0,0.966596248659608,0.00186873070987654,1.7192,43336
0.0874666669885318,0,1.57580624616974,0.00186873070987654,1.3696,43337
0.106666666738192,0,1.77258749571021,0.00186873070987654,1.8262,43338
0.104533333869775,0,0.714821249649595,0.00186873070987654,3.2712,43339
0.0678956523231838,0,0.139375564603202,0.00186873070987654,1.283,43340
0.0752578311184803,0.14609375,0.669311703189964,0.00186873070987654,2.7344,43341
0.114200743456135,0.5259375,0.324517511296789,0.00406901041666667,2.39025,43342
0.0968946239512454,0.38919375,0.638072124050618,0,2.734,43343
0.128000000107288,0.38919375,1.10104312456762,0,2.9818,43344
0.132266666595141,0,0.969007498335102,0,2.8584,43345
0.133333333369096,0.95486875,0.276946872474491,0.0108506944444444,2.1484,43346
0.139733333583673,1.09044375,0,0.00632957175925926,2.1706,43347
0.108799999892712,1.3347125,0,0.00632957175925926,2.014,43348
0.10453333354791,1.59768125,0.189988121976795,0.000904224537037037,1.6572,43349
0.1344,1.1594,0.786116244455561,0.00632957175925926,3.2072,43350
0.122666666630904,1.59768125,0.724829991722976,0.00135633680555556,3.0972,43351
0.144000000071526,1.2178375,0.375365621206016,0,3.4172,43352
0.131199999964237,1.42236875,0.057785622386104,0.0108506944444444,3.0406,43353
0.144000000035763,1.16875,0.427582496409633,0.00406901041666667,3.3872,43354
0.0874666666666667,1.59768125,0.332698120321767,0.00813802083333333,2.2672,43355
0.1376,1.63625,0.320416874673986,0.00135633680555556,3.3704,43356
0.134400000214577,1.72390625,0.135101249578747,0.0072337962962963,3.1748,43357
0.147200000107288,1.519375,0.0326399988797586,0.000904224537037037,1.8506,43358
0.132266667024295,0,1.21811812194764,0,2.4404,43359
0.145066666630904,0.7596875,0.723313869745968,0.0158239293981481,3.5926,43360
0.152533333404859,1.1781,0.039922873681309,0.000904224537037037,3.1892,43361
0.178133333154519,1.5684625,0.0385814987855882,0.0025318287037037,3.007,43362
0.172800000178814,1.83143125,0.0326844362945527,0.0153718171296296,3.0892,43363
0.186666666738192,1.96700625,0.576763496945664,0.00226056134259259,2.836,43364
0.0906666668812434,2.0944,0.682639492610281,0.00153718171296296,2.2538,43365
0.0693333336551984,2.0944,1.46670073839229,0,1.8338,43366
0.117333333333333,2.0944,0.901385612399751,0.0173611111111111,3.3604,43367
0.11093333354791,1.49015625,0.518197870814548,0.00931351273148148,2.487,43368
0.119466666881243,1.2365375,0.477998621032536,0.00135633680555556,2.807,43369
0.142933333082994,1.13018125,0.333775121259991,0.00641999421296296,3.097,43370
0.132266666738192,1.96700625,0.800053487453638,0.00768590856481482,2.857,43371
0.119466666809718,1.510025,1.2260118623853,0.00135633680555556,3.137,43372
0.120533333404859,1.96700625,0.807533620002115,0,3.327,43373
0.104533333047231,2.34685,0.686108616410176,0.00940393518518519,3.067,43374
0.0767999997854233,1.41185,1.03761292002014,0.00406901041666667,2.2194,43375
0.135466666809718,2.35736875,0.097844622282378,0.00135633680555556,2.7936,43376
0.120533333690961,2.35736875,0.120965434640028,0.00696252893518519,2.5614,43377
0.117333333512147,1.60703125,0.152218496320529,0.00126591435185185,2.8058,43378
0.110933333369096,1.60703125,0.217148997069821,0.00117549189814815,2.8358,43379
0.0853333335836728,1.95765625,0.367368370813605,0,3.0114,43380
0.0778666663805644,1.5871625,0.485057619659681,0.0169089988425926,2.7136,43381
0.102399999821186,1.5684625,0.579008247678661,0.00596788194444444,2.6892,43382
0.115200000214577,1.48080625,0.478942495886125,0.000994646990740741,2.8548,43383
0.120533333655198,1.8115625,0.312679872132044,0.0173611111111111,2.8548,43384
0.12906666709582,1.519375,0.269806870900621,0.00135633680555556,2.6948,43385
0.139733333047231,1.3534125,0.215318998044645,0.00135633680555556,3.0514,43386
0.13013333354791,0.97356875,0.0349379960416133,0,2.7514,43387
0.0981333334048589,0.935,0.273983997837985,0.018627025462963,2.1748,43388
0.100266666559378,1.44106875,0.34553887305635,0.00334563078703704,2.2014,43389
0.104533333512147,1.60703125,0.332995498163257,0.00072337962962963,2.7314,43390
0.0971294117268394,1.762475,0.348201884257005,0.0116644965277778,NaN,43391
0.0865039710075847,1.6946875,1.00875390787499,0.00732421875,2.3914,43392
0.0565333332975706,1.743775,0.776950306716047,0.000813802083333333,1.9714,43393
0.06613333290418,1.743775,0.617234247424866,0,2.0614,43394
0.0885333335479101,1.743775,1.23669974607814,0.0121166087962963,2.1514,43395
0.0746666668812434,2.1621875,0.580595994652577,0.0023509837962963,2.226,43396
0.101333333333333,2.1621875,0.389101118821876,0.000904224537037037,2.4858,43397
0.0629333334048589,2.1621875,0.741155246097563,0.0139250578703704,1.8658,43398
0.0405333329757055,2.1621875,1.52664674676141,0.00632957175925926,1.85579999899417,43399
0.0512000000715256,2.2323125,2.0601656202126,0.00072337962962963,2.538,43400
