EC_Drain,drain,pH_Drain,time,water
2.33802083334731,0.95,5.28145833319713,43425,3.3456
2.32710069449043,0.96,5.30749999991851,43426,3.3456
2.34618055551248,1.12,5.23288194442698,43427,3.3456
2.3842187499284,1.05,5.08208333343928,43428,3.3456
2.41591078064408,1.09,4.93587360607993,43429,3.3456
2.47718749996042,1.1,4.79107638899601,43430,3.3456
2.53243055551598,1.09,4.70881944450031,43431,3.3456
2.57762152780514,0.85,4.64565972225947,43432,2.952
2.63465277777428,0,4.54062500001046,43433,1.1808
2.71885416672487,1.01,4.5947395832699,43434,3.3456
2.67121527771491,1.46,4.64069444451314,43435,3.5424
2.60072916668529,1.2,4.66440972216401,43436,3.1488
2.50406250001048,1,4.69937500004307,43437,2.952
2.45409722222339,0.74,4.70072916679472,43438,2.952
2.46336805553228,0.85,4.69663194443978,43439,3.1488
2.50666666664221,0.61,4.61493055563706,43440,2.5584
2.58423611114836,0.61,4.56003472237589,43441,2.5584
